,workclass,fnlwgt,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
313,Private,,9.0,,Exec-managerial,Not-in-family,Male,0.0,0.0,44.0,,
314,Private,322691.0,14.0,Widowed,Exec-managerial,Own-child,,0.0,0.0,,,
315,Private,126675.0,9.0,Divorced,Craft-repair,Not-in-family,,0.0,2205.0,,,
316,Private,147099.0,14.0,Divorced,Exec-managerial,Unmarried,,0.0,0.0,,,
317,Private,,,Divorced,Adm-clerical,Not-in-family,Male,,,40.0,United-States,<=50K
318,Private,171780.0,,Divorced,Sales,Unmarried,,0.0,0.0,,,
319,Private,191821.0,9.0,Divorced,Sales,Not-in-family,,0.0,0.0,,,
320,Private,228253.0,6.0,Never-married,Handlers-cleaners,Own-child,,0.0,0.0,,,
321,Private,,11.0,,Exec-managerial,Husband,Male,0.0,0.0,45.0,,
322,State-gov,396758.0,10.0,Divorced,Prof-specialty,Own-child,,0.0,0.0,,,
323,Private,191834.0,9.0,Divorced,Machine-op-inspct,Other-relative,,0.0,0.0,,,
324,Private,,13.0,,Sales,Not-in-family,Male,0.0,0.0,40.0,,
325,Private,56248.0,2.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,,
326,,237865.0,10.0,Never-married,,Own-child,,0.0,0.0,,,
327,,273425.0,11.0,Married-civ-spouse,,Husband,,0.0,0.0,,,
328,Private,242094.0,9.0,Married-civ-spouse,Other-service,Other-relative,,0.0,0.0,,,
329,Private,,,Never-married,Other-service,Not-in-family,Male,,,38.0,United-States,<=50K
330,Self-emp-not-inc,,11.0,,Farming-fishing,Husband,Male,0.0,0.0,40.0,,
331,Private,66935.0,13.0,Never-married,Other-service,Other-relative,,0.0,0.0,,,
332,Local-gov,188950.0,10.0,Never-married,Protective-serv,Own-child,,0.0,0.0,,,
333,Private,,12.0,,Sales,Husband,Male,0.0,0.0,52.0,,
334,Self-emp-not-inc,,,Never-married,Craft-repair,Own-child,Male,,,50.0,Mexico,<=50K
335,Private,,13.0,,Prof-specialty,Not-in-family,Male,0.0,0.0,40.0,,
336,Self-emp-inc,33126.0,10.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
337,Local-gov,,,Never-married,Adm-clerical,Own-child,Female,,,48.0,United-States,<=50K
338,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,40.0,United-States,>50K
339,Private,,,Married-civ-spouse,Exec-managerial,Husband,Male,,,40.0,United-States,>50K
340,Self-emp-not-inc,,6.0,,Other-service,Not-in-family,Female,0.0,0.0,10.0,,
341,Private,,,Married-civ-spouse,Sales,Husband,Male,,,60.0,United-States,>50K
342,Private,,14.0,,Craft-repair,Husband,Male,15024.0,0.0,45.0,,
343,Private,42881.0,6.0,Divorced,Machine-op-inspct,Own-child,,0.0,0.0,,,
344,Private,,,Married-civ-spouse,Prof-specialty,Husband,Male,,,40.0,United-States,<=50K
345,Private,117789.0,13.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,,,
346,Private,,,Married-civ-spouse,Other-service,Wife,Female,,,40.0,United-States,<=50K
347,Private,,3.0,,Craft-repair,Not-in-family,Male,0.0,0.0,35.0,,
348,,,9.0,,,Own-child,Female,0.0,0.0,40.0,,
349,,,9.0,,,Husband,Male,0.0,0.0,60.0,,
350,,,,Never-married,,Other-relative,Female,,,40.0,United-States,<=50K
351,Private,,5.0,,Craft-repair,Husband,Male,0.0,0.0,40.0,,
352,Private,,4.0,,Protective-serv,Not-in-family,Male,0.0,0.0,30.0,,
353,Private,,9.0,,Sales,Husband,Male,0.0,0.0,50.0,,
354,Private,122066.0,9.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
355,Private,305446.0,9.0,Never-married,Other-service,Own-child,,0.0,0.0,,,
356,Private,200700.0,10.0,Never-married,Sales,Not-in-family,,0.0,0.0,,,
357,Private,,,Married-civ-spouse,Sales,Husband,Male,,,40.0,United-States,<=50K
358,Private,217424.0,14.0,Never-married,Exec-managerial,Not-in-family,,0.0,0.0,,,
359,Private,141896.0,8.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,,
360,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,45.0,United-States,<=50K
361,Private,,10.0,,Exec-managerial,Own-child,Female,0.0,0.0,40.0,,
362,Private,,,Separated,Adm-clerical,Other-relative,Male,,,46.0,United-States,<=50K
363,Private,,,Divorced,Other-service,Not-in-family,Male,,,40.0,United-States,<=50K
364,Local-gov,110965.0,14.0,Never-married,Prof-specialty,Own-child,,0.0,0.0,,,
365,Private,,15.0,,Prof-specialty,Unmarried,Male,0.0,0.0,55.0,,
366,Private,177028.0,9.0,Married-civ-spouse,Protective-serv,Husband,,0.0,0.0,,,
367,Private,162745.0,9.0,Married-civ-spouse,Craft-repair,Husband,,7298.0,0.0,,,
368,Private,,,,Prof-specialty,Unmarried,Male,0.0,0.0,60.0,,
369,Local-gov,,9.0,,Adm-clerical,Own-child,Female,0.0,0.0,35.0,,
370,,,,Never-married,,Own-child,Female,,,6.0,United-States,<=50K
371,Self-emp-inc,231781.0,14.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
372,Private,,13.0,,Prof-specialty,Own-child,Female,0.0,0.0,40.0,,
373,Private,189382.0,9.0,Divorced,Craft-repair,Not-in-family,,0.0,0.0,,,
374,Private,,,Never-married,Craft-repair,Not-in-family,Male,,,40.0,United-States,<=50K
375,Private,,12.0,,Exec-managerial,Unmarried,Female,0.0,0.0,31.0,,
376,Private,194141.0,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,,
377,Private,,,Married-civ-spouse,Sales,Husband,Male,,,40.0,United-States,>50K
378,Private,38389.0,,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,,,
379,,188009.0,4.0,Divorced,,Not-in-family,,0.0,0.0,,,
380,Private,147510.0,13.0,Divorced,Prof-specialty,Unmarried,,0.0,0.0,,,
381,Self-emp-not-inc,123424.0,13.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
382,Private,133503.0,9.0,Married-civ-spouse,Protective-serv,Husband,,7688.0,0.0,,,
383,Private,356934.0,14.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
384,Private,159048.0,9.0,Divorced,Other-service,Not-in-family,,0.0,0.0,,,
385,Private,,10.0,,Adm-clerical,Not-in-family,Female,0.0,0.0,40.0,,
386,State-gov,,,Married-civ-spouse,Prof-specialty,Husband,Male,,,60.0,United-States,>50K
387,,152140.0,9.0,Married-civ-spouse,,Wife,,0.0,0.0,,,
388,Private,133061.0,9.0,Never-married,Handlers-cleaners,Own-child,,0.0,0.0,,,
389,,185936.0,5.0,Divorced,,Not-in-family,,0.0,0.0,,,
390,Private,673764.0,14.0,Never-married,Prof-specialty,Not-in-family,,27828.0,0.0,,,
391,Private,,10.0,,Farming-fishing,Other-relative,Male,0.0,0.0,50.0,,
392,Private,,9.0,,Handlers-cleaners,Husband,Male,0.0,0.0,40.0,,
393,State-gov,,,Married-civ-spouse,Exec-managerial,Wife,Female,,,55.0,United-States,>50K
394,Private,,15.0,,Adm-clerical,Husband,Male,0.0,0.0,40.0,,
395,Local-gov,,9.0,,Exec-managerial,Husband,Male,0.0,0.0,40.0,,
396,,272166.0,10.0,Never-married,,Own-child,,0.0,1602.0,,,
397,Private,188382.0,10.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,,
398,Private,234037.0,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,,
399,Private,,,Married-civ-spouse,Prof-specialty,Husband,Male,,,50.0,United-States,>50K
400,State-gov,,,Married-civ-spouse,Protective-serv,Own-child,Male,,,35.0,United-States,<=50K
401,Private,153021.0,8.0,Never-married,Sales,Own-child,,0.0,0.0,,,
402,,,,Married-civ-spouse,,Other-relative,Female,,,32.0,United-States,<=50K
403,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,40.0,United-States,<=50K
404,Self-emp-not-inc,,9.0,,Craft-repair,Husband,Male,0.0,0.0,50.0,,
405,State-gov,,,Divorced,Adm-clerical,Unmarried,Male,,,38.0,United-States,>50K
406,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,40.0,United-States,<=50K
407,Self-emp-not-inc,,,Married-civ-spouse,Farming-fishing,Husband,Male,,,60.0,United-States,<=50K
408,Private,268996.0,,Divorced,Sales,Not-in-family,,0.0,0.0,,,
409,Private,,,Never-married,Farming-fishing,Not-in-family,Male,,,36.0,Mexico,<=50K
410,,84232.0,9.0,Never-married,,Not-in-family,,0.0,0.0,,,
411,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,50.0,United-States,<=50K
412,,,9.0,,,Husband,Male,0.0,1902.0,40.0,,
413,Private,,4.0,,Transport-moving,Husband,Male,0.0,0.0,45.0,,
414,Private,,7.0,,Other-service,Own-child,Male,0.0,0.0,10.0,,
415,Self-emp-not-inc,,14.0,,Sales,Not-in-family,Male,0.0,0.0,54.0,,
416,Private,,9.0,,Adm-clerical,Not-in-family,Female,0.0,0.0,40.0,,
417,Private,,,Never-married,Tech-support,Not-in-family,Male,,,40.0,United-States,<=50K
418,Private,,,Married-civ-spouse,Sales,Husband,Male,,,60.0,United-States,>50K
419,Self-emp-not-inc,,9.0,,Farming-fishing,Husband,Male,0.0,0.0,20.0,,
420,Self-emp-inc,,13.0,,Sales,Husband,Male,0.0,0.0,55.0,,
421,Private,,,Never-married,Handlers-cleaners,Own-child,Male,,,20.0,Peru,<=50K
422,Private,170544.0,7.0,Never-married,Handlers-cleaners,Own-child,,0.0,0.0,,,
423,,,10.0,,,Own-child,Male,0.0,0.0,35.0,,
424,Private,,4.0,,Craft-repair,Not-in-family,Male,0.0,0.0,60.0,,
425,Private,,9.0,,Adm-clerical,Husband,Male,0.0,0.0,40.0,,
426,Private,,13.0,,Exec-managerial,Husband,Male,0.0,0.0,45.0,,
427,Local-gov,,,Married-civ-spouse,Prof-specialty,Husband,Male,,,60.0,United-States,>50K
428,Private,,,Never-married,Handlers-cleaners,Not-in-family,Male,,,40.0,,<=50K
429,Private,,,Married-civ-spouse,Tech-support,Husband,Male,,,44.0,United-States,>50K
430,Private,420351.0,9.0,Never-married,Adm-clerical,Not-in-family,,0.0,0.0,,,
431,Private,,,Never-married,Sales,Other-relative,Female,,,10.0,United-States,<=50K
432,Private,181974.0,10.0,Divorced,Adm-clerical,Not-in-family,,0.0,0.0,,,
433,Private,,9.0,,Exec-managerial,Husband,Male,0.0,0.0,65.0,,
434,Private,,9.0,,Craft-repair,Husband,Male,0.0,0.0,50.0,,
435,State-gov,,14.0,,Prof-specialty,Wife,Female,15024.0,0.0,37.0,,
436,Private,,10.0,,Other-service,Husband,Male,0.0,0.0,40.0,,
437,Self-emp-not-inc,,,Widowed,Prof-specialty,Not-in-family,Female,,,20.0,United-States,<=50K
438,Private,,9.0,,Other-service,Not-in-family,Male,0.0,0.0,40.0,,
439,Private,228465.0,9.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,,
440,Private,,10.0,,Adm-clerical,Own-child,Female,0.0,0.0,40.0,,
441,Self-emp-not-inc,,,Married-civ-spouse,Craft-repair,Husband,Male,,,40.0,United-States,<=50K
442,Private,,9.0,,Priv-house-serv,Other-relative,Female,0.0,0.0,20.0,,
443,Private,,9.0,,Adm-clerical,Not-in-family,Female,0.0,0.0,40.0,,
444,Private,,,Married-civ-spouse,Prof-specialty,Husband,Male,,,40.0,United-States,>50K
445,Private,132919.0,9.0,Married-civ-spouse,Adm-clerical,Wife,,0.0,0.0,,,
446,Private,,,Married-civ-spouse,Exec-managerial,Husband,Male,,,45.0,United-States,>50K
447,State-gov,,,,Adm-clerical,Husband,Male,0.0,0.0,40.0,,
448,Private,,6.0,,Other-service,Wife,Female,0.0,0.0,40.0,,
449,Federal-gov,,,,Prof-specialty,Husband,Male,0.0,0.0,45.0,,
450,Private,278254.0,10.0,Never-married,Handlers-cleaners,Own-child,,0.0,0.0,,,
451,Private,,,Never-married,Other-service,Own-child,Male,,,24.0,United-States,<=50K
452,Private,,,Never-married,Sales,Unmarried,Female,,,55.0,,<=50K
453,Local-gov,195418.0,13.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,,
454,Private,302195.0,13.0,Never-married,Sales,Not-in-family,,0.0,0.0,,,
455,State-gov,,10.0,,Prof-specialty,Own-child,Male,0.0,0.0,20.0,,
456,Private,104258.0,6.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,,
457,Self-emp-not-inc,112115.0,13.0,Married-civ-spouse,Prof-specialty,Husband,,7688.0,0.0,,,
458,Private,164488.0,14.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,1887.0,,,
459,,210474.0,10.0,Never-married,,Own-child,,0.0,0.0,,,
460,Self-emp-inc,415037.0,10.0,Divorced,Exec-managerial,Not-in-family,,0.0,0.0,,,
461,Private,,7.0,,Transport-moving,Own-child,Male,0.0,0.0,20.0,,
462,Local-gov,,,Never-married,Prof-specialty,Not-in-family,Female,,,50.0,United-States,<=50K
463,Self-emp-inc,,9.0,,Prof-specialty,Husband,Male,0.0,0.0,60.0,,
464,Private,151107.0,10.0,Married-civ-spouse,Sales,Husband,,0.0,1977.0,,,
465,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,50.0,United-States,>50K
466,State-gov,,,Married-civ-spouse,Craft-repair,Husband,Male,,,40.0,United-States,<=50K
467,,29866.0,4.0,Married-civ-spouse,,Husband,,0.0,0.0,,,
468,Private,,,Never-married,Transport-moving,Not-in-family,Male,,,50.0,United-States,<=50K
469,Private,176360.0,13.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,,
470,Private,,,Married-spouse-absent,Sales,Unmarried,Male,,,40.0,United-States,<=50K
471,Private,,9.0,,Craft-repair,Husband,Male,0.0,0.0,35.0,,
472,Self-emp-not-inc,,,Married-civ-spouse,Prof-specialty,Wife,Female,,,60.0,Canada,<=50K
473,Self-emp-not-inc,403391.0,13.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
474,Private,291429.0,9.0,Never-married,Other-service,Own-child,,0.0,0.0,,,
475,,308689.0,3.0,Married-civ-spouse,,Husband,,0.0,0.0,,,
476,Federal-gov,,10.0,,Handlers-cleaners,Husband,Male,0.0,1977.0,60.0,,
477,Private,,10.0,,Other-service,Not-in-family,Female,0.0,0.0,58.0,,
478,Private,,,Married-spouse-absent,Other-service,Not-in-family,Male,,,40.0,Mexico,<=50K
479,Private,200117.0,9.0,Divorced,Adm-clerical,Not-in-family,,0.0,0.0,,,
480,Private,200117.0,13.0,,,,Male,0.0,1887.0,40.0,United-States,<=50K
481,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,50.0,United-States,<=50K
482,Private,52963.0,13.0,Never-married,Adm-clerical,Not-in-family,,0.0,0.0,,,
483,Self-emp-not-inc,,,Married-civ-spouse,Prof-specialty,Husband,Male,,,50.0,United-States,>50K
484,Federal-gov,,13.0,,Prof-specialty,Not-in-family,Male,0.0,0.0,40.0,,
485,Private,,,Married-civ-spouse,Sales,Husband,Male,,,40.0,United-States,>50K
486,Private,369781.0,9.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
487,Private,342121.0,10.0,Married-civ-spouse,Tech-support,Husband,,0.0,0.0,,,
488,Self-emp-not-inc,,,Married-civ-spouse,Prof-specialty,Husband,Male,,,45.0,United-States,>50K
489,Private,,13.0,,Adm-clerical,Own-child,Male,0.0,0.0,38.0,,
490,Private,96354.0,7.0,Never-married,Other-service,Own-child,,0.0,0.0,,,
491,,,10.0,,,Own-child,Male,0.0,0.0,35.0,,
492,Self-emp-inc,140319.0,9.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,,,
493,Private,,,Widowed,Adm-clerical,Unmarried,Female,,,40.0,United-States,<=50K
494,Private,236990.0,10.0,Married-civ-spouse,Machine-op-inspct,Husband,,3464.0,0.0,,,
495,Self-emp-inc,,9.0,,Exec-managerial,Husband,Male,0.0,0.0,40.0,,
496,Private,,,Never-married,Exec-managerial,Own-child,Female,,,40.0,United-States,>50K
497,Private,,,Married-civ-spouse,Adm-clerical,Husband,Male,,,45.0,United-States,>50K
498,Private,,,Married-civ-spouse,Sales,Husband,Male,,,30.0,United-States,<=50K
499,Private,,,Never-married,Craft-repair,Own-child,Male,,,40.0,El-Salvador,<=50K
500,Private,,1.0,,Other-service,Not-in-family,Male,0.0,0.0,72.0,,
501,Private,,,Never-married,Machine-op-inspct,Own-child,Female,,,40.0,United-States,<=50K
502,,,,Married-civ-spouse,,Husband,Male,,,16.0,United-States,<=50K
503,State-gov,,,Married-civ-spouse,Prof-specialty,Husband,Male,,,40.0,United-States,>50K
504,State-gov,,14.0,,Prof-specialty,Husband,Male,0.0,0.0,15.0,,
505,Private,,10.0,,Exec-managerial,Husband,Male,15024.0,0.0,60.0,,
506,Private,,10.0,,Tech-support,Husband,Male,0.0,0.0,40.0,,
507,Local-gov,,,Widowed,Exec-managerial,Unmarried,Female,,,40.0,United-States,<=50K
508,,142875.0,6.0,Never-married,,Other-relative,,0.0,0.0,,,
509,Private,348960.0,10.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,,
510,Private,,9.0,,Machine-op-inspct,Husband,Male,0.0,0.0,40.0,,
511,Private,,9.0,,Other-service,Unmarried,Female,0.0,0.0,34.0,,
512,Private,187295.0,13.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,,
513,Private,332703.0,9.0,Divorced,Adm-clerical,Not-in-family,,0.0,625.0,,,
514,Self-emp-not-inc,123190.0,5.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,1887.0,,,
515,Self-emp-not-inc,184762.0,10.0,Married-civ-spouse,Tech-support,Husband,,0.0,0.0,,,
516,Private,,9.0,,Sales,Unmarried,Female,0.0,0.0,37.0,,
517,Private,,9.0,,Adm-clerical,Unmarried,Female,0.0,0.0,48.0,,
518,Private,,10.0,,Exec-managerial,Unmarried,Male,0.0,0.0,60.0,,
519,Self-emp-not-inc,,,Divorced,Sales,Unmarried,Female,,,35.0,United-States,<=50K
520,Private,,,Never-married,Sales,Not-in-family,Female,,,45.0,United-States,<=50K
521,Private,251292.0,3.0,Separated,Other-service,Other-relative,,0.0,0.0,,,
522,Private,,3.0,,Other-service,Not-in-family,Female,0.0,0.0,40.0,,
523,Private,,13.0,,Sales,Husband,Male,0.0,0.0,50.0,,
524,Local-gov,,14.0,,Prof-specialty,Husband,Male,0.0,1977.0,55.0,,
525,Private,,,Never-married,Adm-clerical,Own-child,Female,,,25.0,United-States,<=50K
526,Private,,,Married-civ-spouse,Tech-support,Other-relative,Female,,,40.0,United-States,<=50K
527,Private,446219.0,6.0,Never-married,Sales,Unmarried,,0.0,0.0,,,
528,Private,,12.0,,Adm-clerical,Own-child,Female,0.0,0.0,40.0,,
529,State-gov,,,Divorced,Adm-clerical,Unmarried,Female,,,40.0,United-States,<=50K
530,Private,,,Married-civ-spouse,Exec-managerial,Wife,Female,,,48.0,United-States,>50K
531,Private,,,Married-civ-spouse,Sales,Husband,Male,,,42.0,United-States,<=50K
532,Private,269168.0,10.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
533,Local-gov,,,Married-civ-spouse,Other-service,Husband,Male,,,40.0,United-States,<=50K
534,Local-gov,,10.0,,Protective-serv,Own-child,Male,0.0,0.0,40.0,,
535,Private,,14.0,,Exec-managerial,Unmarried,Male,0.0,0.0,40.0,,
536,Self-emp-not-inc,213307.0,6.0,Married-civ-spouse,Other-service,Wife,,0.0,0.0,,,
537,Self-emp-not-inc,168223.0,13.0,Divorced,Prof-specialty,Not-in-family,,0.0,0.0,,,
538,,232022.0,10.0,Never-married,,Own-child,,0.0,0.0,,,
539,Private,,,Never-married,Farming-fishing,Own-child,Female,,,30.0,United-States,<=50K
540,Local-gov,,,,Adm-clerical,Own-child,Female,0.0,0.0,35.0,,
541,Private,,9.0,,Craft-repair,Husband,Male,0.0,0.0,25.0,,
542,,,,Never-married,,Own-child,Male,,,20.0,United-States,<=50K
543,Private,,,Divorced,Craft-repair,Unmarried,Male,,,40.0,United-States,<=50K
544,Private,231286.0,,Never-married,Handlers-cleaners,Not-in-family,,0.0,0.0,,,
545,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,50.0,United-States,>50K
546,Local-gov,,,Married-civ-spouse,Craft-repair,Husband,Male,,,40.0,United-States,<=50K
547,State-gov,,,Never-married,Transport-moving,Own-child,Male,,,40.0,United-States,<=50K
548,,,10.0,,,Not-in-family,Female,0.0,0.0,40.0,,
549,Private,,5.0,,Other-service,Own-child,Male,0.0,0.0,15.0,,
550,Private,266598.0,13.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,,
551,Private,,,Never-married,Sales,Own-child,Female,,,20.0,United-States,<=50K
552,State-gov,,,Never-married,Prof-specialty,Not-in-family,Male,,,77.0,United-States,<=50K
553,Private,172618.0,15.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,,
554,Private,,,Divorced,Adm-clerical,Own-child,Female,,,40.0,United-States,<=50K
555,Private,,10.0,,Craft-repair,Unmarried,Female,0.0,0.0,38.0,,
556,Private,205987.0,15.0,Never-married,Exec-managerial,Not-in-family,,0.0,0.0,,,
557,,33487.0,10.0,Never-married,,Other-relative,,0.0,0.0,,,
558,Private,179481.0,9.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
559,Private,,,Separated,Adm-clerical,Unmarried,Female,,,40.0,United-States,>50K
560,Private,,13.0,,Exec-managerial,Husband,Male,0.0,0.0,50.0,,
561,Private,118565.0,7.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,,
562,Private,,,Married-AF-spouse,Adm-clerical,Husband,Male,,,60.0,United-States,<=50K
563,Private,187746.0,10.0,Never-married,Other-service,Own-child,,0.0,0.0,,,
564,Private,66935.0,9.0,Never-married,Craft-repair,Not-in-family,,0.0,0.0,,,
565,Private,,10.0,,Sales,Not-in-family,Male,4650.0,0.0,40.0,,
566,Private,,13.0,,Adm-clerical,Husband,Male,0.0,0.0,40.0,,
567,Private,565313.0,10.0,Never-married,Other-service,Own-child,,2202.0,0.0,,,
568,Private,,8.0,,Other-service,Not-in-family,Female,0.0,0.0,38.0,,
569,Private,215646.0,9.0,Divorced,Handlers-cleaners,Not-in-family,,0.0,0.0,,,
570,Federal-gov,232151.0,10.0,Divorced,Adm-clerical,Other-relative,,2346.0,0.0,,,
571,,329174.0,10.0,Never-married,,Not-in-family,,0.0,0.0,,,
572,Federal-gov,,9.0,,Exec-managerial,Husband,Male,5178.0,0.0,40.0,,
573,Private,,,Married-civ-spouse,Sales,Husband,Male,,,45.0,United-States,>50K
574,State-gov,,10.0,,Protective-serv,Husband,Male,0.0,0.0,41.0,,
575,Private,,,Divorced,Craft-repair,Own-child,Male,,,58.0,Poland,<=50K
576,Private,,,Married-civ-spouse,Adm-clerical,Husband,Male,,,40.0,United-States,>50K
577,Private,,13.0,,Exec-managerial,Wife,Female,0.0,0.0,40.0,,
578,Private,,13.0,,Exec-managerial,Not-in-family,Male,0.0,0.0,60.0,,
579,Private,,,Married-civ-spouse,Adm-clerical,Husband,Male,,,45.0,United-States,<=50K
580,Private,229394.0,9.0,Divorced,Exec-managerial,Not-in-family,,0.0,0.0,,,
581,Private,41718.0,6.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,,
582,Private,,,Never-married,Craft-repair,Other-relative,Female,,,40.0,Vietnam,<=50K
583,Private,89991.0,10.0,Never-married,Other-service,Own-child,,0.0,0.0,,,
584,Private,216070.0,,Married-civ-spouse,Adm-clerical,Wife,,0.0,0.0,,,
585,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,99.0,United-States,<=50K
586,Private,257849.0,4.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,,
587,Private,145933.0,9.0,Never-married,Exec-managerial,Not-in-family,,0.0,2258.0,,,
588,Self-emp-not-inc,,,Married-civ-spouse,Craft-repair,Husband,Male,,,96.0,United-States,<=50K
589,Private,,10.0,,Tech-support,Husband,Male,15024.0,0.0,37.0,,
590,Private,,,Never-married,Machine-op-inspct,Own-child,Male,,,40.0,United-States,<=50K
591,Private,37778.0,13.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
592,Private,,,Married-civ-spouse,Transport-moving,Husband,Male,,,40.0,United-States,<=50K
593,Private,,9.0,,Craft-repair,Not-in-family,Male,0.0,0.0,40.0,,
594,Private,,12.0,,Craft-repair,Not-in-family,Male,0.0,0.0,40.0,,
595,Federal-gov,,10.0,,Adm-clerical,Husband,Male,0.0,0.0,40.0,,
596,Self-emp-not-inc,105592.0,4.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,,
597,Private,100882.0,13.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,,
598,Private,,13.0,,Sales,Husband,Male,0.0,0.0,25.0,,
599,Private,160033.0,10.0,Never-married,Protective-serv,Own-child,,0.0,0.0,,,
600,Private,,10.0,,Prof-specialty,Husband,Male,0.0,0.0,45.0,,
601,Private,,,Never-married,Exec-managerial,Own-child,Male,,,40.0,Cuba,<=50K
