age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
,Private,,Divorced,Craft-repair,Own-child,,Male,58.0,Poland,<=50K
,Private,,Married-civ-spouse,Adm-clerical,Husband,,Male,40.0,United-States,>50K
,Private,,Married-civ-spouse,Adm-clerical,Husband,,Male,45.0,United-States,<=50K
46.0,,,,,,White,Female,40.0,United-States,<=50K
62.0,,10th,,,,White,Male,35.0,United-States,<=50K
,Private,,Never-married,Craft-repair,Other-relative,,Female,40.0,Vietnam,<=50K
22.0,,Some-college,,,,White,Female,11.0,United-States,<=50K
21.0,,12,,,,Amer-Indian-Eskimo,Female,46.0,United-States,>50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,99.0,United-States,<=50K
30.0,,7th-8th,,,,White,Male,48.0,United-States,<=50K
36.0,,HS-grad,,,,White,Male,70.0,United-States,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Craft-repair,Husband,,Male,96.0,United-States,<=50K
,Private,,Never-married,Machine-op-inspct,Own-child,,Male,40.0,United-States,<=50K
36.0,,Bachelors,,,,White,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Transport-moving,Husband,,Male,40.0,United-States,<=50K
58.0,,7th-8th,,,,White,Male,40.0,United-States,>50K
34.0,,Bachelors,,,,White,Male,47.0,United-States,>50K
19.0,,Some-college,,,,White,Female,30.0,United-States,<=50K
,Private,,Never-married,Exec-managerial,Own-child,,Male,40.0,Cuba,<=50K
,Private,,Divorced,Exec-managerial,Not-in-family,,Female,40.0,United-States,<=50K
34.0,,Assoc-voc,,,,Amer-Indian-Eskimo,Male,45.0,United-States,<=50K
51.0,,9th,,,,White,Male,40.0,United-States,<=50K
26.0,,Bachelors,,,,Asian-Pac-Islander,Male,40.0,Vietnam,<=50K
,Private,,Married-civ-spouse,Prof-specialty,Husband,,Male,40.0,United-States,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Handlers-cleaners,Husband,,Male,40.0,United-States,>50K
,Self-emp-not-inc,,Married-civ-spouse,Prof-specialty,Husband,,Male,45.0,United-States,>50K
,Private,,Divorced,Adm-clerical,Not-in-family,,Female,45.0,United-States,<=50K
,Private,,Never-married,Sales,Own-child,,Female,35.0,United-States,<=50K
54.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Machine-op-inspct,Not-in-family,,Female,40.0,Ecuador,<=50K
,Private,,Married-civ-spouse,Prof-specialty,Husband,,Male,50.0,United-States,<=50K
38.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
,Private,,Divorced,Adm-clerical,Not-in-family,,Female,40.0,United-States,<=50K
,Local-gov,,Never-married,Prof-specialty,Own-child,,Male,40.0,United-States,<=50K
38.0,,Some-college,,,,White,Female,45.0,United-States,<=50K
63.0,,HS-grad,,,,White,Male,40.0,United-States,>50K
44.0,,Masters,,,,White,Male,56.0,United-States,>50K
22.0,,Some-college,,,,White,Female,40.0,United-States,<=50K
63.0,,HS-grad,,,,White,Female,34.0,United-States,<=50K
28.0,,HS-grad,,,,White,Male,40.0,United-States,>50K
45.0,,Bachelors,,,,White,Female,45.0,United-States,<=50K
60.0,,HS-grad,,,,White,Male,45.0,United-States,<=50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,40.0,United-States,<=50K
,Private,,Never-married,Sales,Own-child,,Male,40.0,United-States,<=50K
24.0,,Bachelors,,,,White,Female,60.0,United-States,>50K
,Private,,Married-civ-spouse,Protective-serv,Husband,,Male,39.0,Cuba,<=50K
,Private,,Married-civ-spouse,Prof-specialty,Husband,,Male,55.0,Taiwan,>50K
42.0,,Some-college,,,,Other,Male,40.0,United-States,>50K
,Private,,Married-civ-spouse,Other-service,Husband,,Male,40.0,United-States,<=50K
33.0,,HS-grad,,,,Black,Male,40.0,United-States,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Farming-fishing,Husband,,Male,50.0,United-States,>50K
,Private,,Never-married,Prof-specialty,Own-child,,Female,72.0,United-States,<=50K
,Private,,Separated,Adm-clerical,Not-in-family,,Female,40.0,Cuba,<=50K
37.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
39.0,,Bachelors,,,,White,Male,40.0,United-States,<=50K
,Private,,Never-married,Machine-op-inspct,Other-relative,,Male,40.0,Laos,<=50K
,Private,,Married-civ-spouse,Adm-clerical,Husband,,Male,40.0,United-States,<=50K
26.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
37.0,,Bachelors,,,,White,Male,55.0,United-States,>50K
33.0,,HS-grad,,,,White,Male,41.0,United-States,<=50K
29.0,,Some-college,,,,White,Female,40.0,United-States,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Prof-specialty,Husband,,Male,54.0,United-States,<=50K
43.0,,HS-grad,,,,White,Male,30.0,Dominican-Republic,<=50K
41.0,,Some-college,,,,Black,Female,99.0,United-States,<=50K
42.0,,HS-grad,,,,White,Male,40.0,United-States,>50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,United-States,<=50K
46.0,,Bachelors,,,,White,Male,45.0,United-States,>50K
,Federal-gov,,Married-civ-spouse,Prof-specialty,Wife,,Female,65.0,United-States,>50K
40.0,,Assoc-voc,,,,White,Female,36.0,United-States,<=50K
,Private,,Divorced,Handlers-cleaners,Not-in-family,,Male,56.0,United-States,<=50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,50.0,United-States,>50K
25.0,,Some-college,,,,White,Female,40.0,United-States,<=50K
67.0,,1st-4th,,,,Black,Female,20.0,United-States,<=50K
24.0,,Some-college,,,,White,Male,50.0,United-States,<=50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,45.0,United-States,<=50K
,Private,,Married-civ-spouse,Other-service,Wife,,Female,24.0,Poland,<=50K
,Private,,Never-married,Sales,Own-child,,Male,55.0,United-States,<=50K
,Private,,Married-civ-spouse,Transport-moving,Husband,,Male,45.0,United-States,>50K
,Local-gov,,Married-civ-spouse,Prof-specialty,Husband,,Male,40.0,United-States,>50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,45.0,United-States,>50K
34.0,,HS-grad,,,,White,Male,70.0,United-States,<=50K
59.0,,Bachelors,,,,White,Male,50.0,United-States,>50K
41.0,,HS-grad,,,,White,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Transport-moving,Husband,,Male,60.0,United-States,<=50K
,Private,,Widowed,Exec-managerial,Not-in-family,,Female,40.0,United-States,>50K
,,,Married-civ-spouse,,Husband,,Male,30.0,United-States,>50K
57.0,,14,,,,White,Male,20.0,United-States,<=50K
,Private,,Never-married,Adm-clerical,Not-in-family,,Female,40.0,United-States,<=50K
,Local-gov,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,United-States,<=50K
,Federal-gov,,Married-civ-spouse,Exec-managerial,Husband,,Male,60.0,United-States,>50K
55.0,,Doctorate,,,,White,Male,60.0,United-States,<=50K
,Private,,Never-married,Craft-repair,Not-in-family,,Female,40.0,United-States,<=50K
,Private,,Never-married,Handlers-cleaners,Other-relative,,Male,40.0,Italy,<=50K
,Private,,Married-civ-spouse,Prof-specialty,Husband,,Male,48.0,United-States,>50K
33.0,,HS-grad,,,,White,Male,44.0,United-States,>50K
46.0,,Bachelors,,,,White,Male,50.0,United-States,>50K
27.0,,Bachelors,,,,White,Male,40.0,United-States,>50K
57.0,,HS-grad,,,,Asian-Pac-Islander,Male,20.0,United-States,<=50K
32.0,,Assoc-acdm,,,,Black,Male,48.0,United-States,<=50K
,Private,,Married-civ-spouse,Other-service,Husband,,Male,35.0,Columbia,<=50K
56.0,,Bachelors,,,,White,Male,40.0,United-States,>50K
23.0,,HS-grad,,,,Black,Male,12.0,England,<=50K
28.0,,HS-grad,,,,White,Male,50.0,United-States,<=50K
34.0,,Some-college,,,,White,Male,70.0,United-States,<=50K
42.0,,10th,,,,White,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,43.0,United-States,>50K
79.0,,Bachelors,,,,White,Male,40.0,United-States,<=50K
44.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Handlers-cleaners,Husband,,Male,60.0,United-States,<=50K
62.0,,Some-college,,,,White,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Prof-specialty,Husband,,Male,40.0,United-States,>50K
,Self-emp-inc,,Married-civ-spouse,Sales,Husband,,Male,50.0,United-States,>50K
,Private,,Separated,Sales,Unmarried,,Female,35.0,United-States,<=50K
46.0,,Assoc-voc,,,,White,Male,40.0,United-States,>50K
48.0,,HS-grad,,,,White,Male,46.0,United-States,>50K
,Private,,Divorced,Adm-clerical,Not-in-family,,Female,40.0,United-States,<=50K
28.0,,Some-college,,,,White,Male,40.0,United-States,>50K
51.0,,Assoc-voc,,,,White,Male,50.0,Germany,>50K
18.0,,HS-grad,,,,White,Female,25.0,United-States,<=50K
45.0,,Bachelors,,,,White,Male,72.0,United-States,>50K
,Private,,Never-married,Adm-clerical,Not-in-family,,Female,40.0,United-States,<=50K
26.0,,11th,,,,Black,Male,40.0,United-States,<=50K
32.0,,Assoc-acdm,,,,White,Male,40.0,United-States,>50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,United-States,<=50K
33.0,,Assoc-voc,,,,White,Male,84.0,United-States,>50K
27.0,,12th,,,,White,Male,40.0,Mexico,<=50K
32.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
29.0,,,,,,White,Female,46.0,United-States,>50K
,Private,,Married-civ-spouse,Prof-specialty,Husband,,Male,45.0,United-States,<=50K
40.0,,Doctorate,,,,White,Male,60.0,United-States,>50K
29.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
45.0,,Assoc-voc,,,,White,Male,35.0,United-States,<=50K
44.0,,Bachelors,,,,White,Male,40.0,United-States,>50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,50.0,United-States,<=50K
35.0,,HS-grad,,,,Amer-Indian-Eskimo,Male,40.0,United-States,<=50K
41.0,,Assoc-voc,,,,White,Male,40.0,United-States,<=50K
,Private,,Never-married,Sales,Not-in-family,,Female,20.0,United-States,<=50K
,Private,,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40.0,Mexico,<=50K
,Private,,Married-civ-spouse,Adm-clerical,Wife,,Female,40.0,United-States,>50K
,,,Never-married,,Own-child,,Male,7.0,United-States,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Exec-managerial,Husband,,Male,70.0,Iran,>50K
28.0,,Some-college,,,,White,Male,7.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,United-States,>50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,United-States,>50K
27.0,,Bachelors,,,,White,Male,40.0,United-States,<=50K
40.0,,Bachelors,,,,White,Male,50.0,United-States,>50K
50.0,,Prof-school,,,,Black,Female,52.0,United-States,>50K
52.0,,Masters,,,,Asian-Pac-Islander,Male,40.0,Philippines,<=50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,45.0,United-States,>50K
41.0,,Masters,,,,White,Female,35.0,United-States,>50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,United-States,<=50K
55.0,,HS-grad,,,,White,Male,45.0,United-States,<=50K
,Private,,Never-married,Handlers-cleaners,Own-child,,Male,40.0,United-States,<=50K
39.0,,Some-college,,,,Black,Male,40.0,United-States,<=50K
,Local-gov,,Married-civ-spouse,Prof-specialty,Husband,,Male,40.0,United-States,<=50K
,Federal-gov,,Married-civ-spouse,Prof-specialty,Husband,,Male,40.0,United-States,>50K
29.0,,Some-college,,,,White,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,8.0,United-States,<=50K
26.0,,HS-grad,,,,White,Male,50.0,United-States,<=50K
,Local-gov,,Never-married,Prof-specialty,Not-in-family,,Male,35.0,United-States,>50K
,Private,,Divorced,Sales,Unmarried,,Male,40.0,United-States,>50K
,Private,,Married-spouse-absent,Exec-managerial,Other-relative,,Female,60.0,United-States,<=50K
,Private,,Never-married,Other-service,Not-in-family,,Female,34.0,United-States,<=50K
,Private,,Divorced,Tech-support,Not-in-family,,Male,60.0,United-States,<=50K
22.0,,HS-grad,,,,Black,Female,40.0,United-States,<=50K
,Private,,Never-married,Machine-op-inspct,Other-relative,,Male,40.0,United-States,<=50K
36.0,,,,,,Asian-Pac-Islander,Female,70.0,South,<=50K
,,,Never-married,,Not-in-family,,Male,16.0,United-States,<=50K
29.0,,Bachelors,,,,White,Male,35.0,United-States,<=50K
,Private,,Never-married,Prof-specialty,Not-in-family,,Female,40.0,United-States,<=50K
63.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Transport-moving,Husband,,Male,50.0,United-States,<=50K
,Private,,Never-married,Sales,Own-child,,Male,40.0,United-States,<=50K
23.0,,Bachelors,,,,White,Female,40.0,Canada,<=50K
,State-gov,,Married-civ-spouse,Farming-fishing,Husband,,Male,40.0,United-States,<=50K
26.0,,Some-college,,,,White,Male,40.0,United-States,>50K
,Private,,Never-married,Prof-specialty,Unmarried,,Female,50.0,United-States,>50K
49.0,,Some-college,,,,White,Male,50.0,United-States,>50K
36.0,,,,,,White,Female,40.0,United-States,<=50K
48.0,,Masters,,,,White,Male,40.0,United-States,>50K
,Private,,Never-married,Exec-managerial,Not-in-family,,Female,45.0,United-States,>50K
19.0,,Some-college,,,,White,Female,15.0,United-States,<=50K
35.0,,Masters,,,,White,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Tech-support,Husband,,Male,45.0,United-States,>50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,40.0,Canada,>50K
,Self-emp-inc,,Married-civ-spouse,Exec-managerial,Husband,,Male,50.0,United-States,>50K
49.0,,9,,,,White,Male,40.0,United-States,>50K
,Private,,Married-civ-spouse,Prof-specialty,Husband,,Male,43.0,United-States,>50K
23.0,,HS-grad,,,,White,Female,40.0,United-States,<=50K
32.0,,10th,,,,White,Female,40.0,United-States,<=50K
,Self-emp-not-inc,,Divorced,Craft-repair,Unmarried,,Male,55.0,United-States,>50K
43.0,,HS-grad,,,,White,Male,40.0,United-States,>50K
,Private,,Widowed,Sales,Unmarried,,Female,30.0,United-States,<=50K
55.0,,Bachelors,,,,White,Male,40.0,United-States,<=50K
39.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
22.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
21.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
27.0,,Bachelors,,,,White,Female,40.0,United-States,<=50K
30.0,,Bachelors,,,,White,Female,38.0,United-States,<=50K
,Private,,Never-married,Prof-specialty,Own-child,,Female,32.0,United-States,<=50K
23.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Adm-clerical,Wife,,Female,27.0,United-States,<=50K
,Private,,Married-civ-spouse,Prof-specialty,Husband,,Male,52.0,United-States,>50K
,Private,,Married-civ-spouse,Other-service,Husband,,Male,40.0,Mexico,<=50K
,Private,,Never-married,Handlers-cleaners,Not-in-family,,Male,40.0,United-States,<=50K
,Private,,Separated,Farming-fishing,Unmarried,,Female,40.0,Guatemala,<=50K
,Private,,Never-married,Adm-clerical,Not-in-family,,Female,40.0,United-States,<=50K
41.0,,12th,,,,White,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,50.0,United-States,>50K
,,,Never-married,,Not-in-family,,Male,40.0,England,<=50K
40.0,,Some-college,,,,White,Male,40.0,United-States,>50K
22.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Adm-clerical,Wife,,Female,40.0,United-States,>50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,65.0,United-States,<=50K
25.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
,Self-emp-not-inc,,Widowed,Farming-fishing,Not-in-family,,Male,35.0,United-States,<=50K
30.0,,Masters,,,,White,Female,30.0,United-States,<=50K
,Self-emp-inc,,Married-civ-spouse,Exec-managerial,Husband,,Male,45.0,United-States,>50K
,Private,,Never-married,Craft-repair,Not-in-family,,Male,40.0,United-States,<=50K
58.0,,HS-grad,,,,White,Male,60.0,United-States,>50K
,Local-gov,,Married-civ-spouse,Prof-specialty,Wife,,Female,40.0,United-States,>50K
,,,Never-married,,Unmarried,,Female,42.0,United-States,<=50K
20.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Exec-managerial,Wife,,Female,16.0,United-States,>50K
24.0,,Some-college,,,,White,Female,40.0,United-States,<=50K
25.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
48.0,,Bachelors,,,,White,Male,40.0,United-States,<=50K
,Private,,Divorced,Adm-clerical,Not-in-family,,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Exec-managerial,Wife,,Female,40.0,United-States,>50K
,Self-emp-inc,,Married-civ-spouse,Exec-managerial,Husband,,Male,50.0,United-States,>50K
39.0,,Some-college,,,,White,Male,52.0,United-States,>50K
,Private,,Never-married,Handlers-cleaners,Own-child,,Male,39.0,United-States,<=50K
47.0,,HS-grad,,,,Black,Female,35.0,United-States,<=50K
,Private,,Never-married,Sales,Not-in-family,,Male,50.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,45.0,United-States,>50K
41.0,,Some-college,,,,Asian-Pac-Islander,Male,40.0,United-States,<=50K
,Private,,Divorced,Tech-support,Unmarried,,Female,41.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,Mexico,>50K
57.0,,HS-grad,,,,White,Male,50.0,United-States,<=50K
,Self-emp-inc,,Never-married,Other-service,Other-relative,,Male,30.0,United-States,<=50K
,Private,,Widowed,Prof-specialty,Not-in-family,,Female,10.0,United-States,<=50K
29.0,,Assoc-acdm,,,,White,Male,45.0,United-States,<=50K
28.0,,Some-college,,,,Amer-Indian-Eskimo,Male,60.0,United-States,<=50K
46.0,,HS-grad,,,,White,Male,40.0,United-States,>50K
,Private,,Never-married,Adm-clerical,Other-relative,,Male,14.0,Puerto-Rico,<=50K
24.0,,HS-grad,,,,White,Male,45.0,United-States,<=50K
30.0,,Bachelors,,,,White,Female,35.0,United-States,<=50K
35.0,,HS-grad,,,,White,Female,60.0,United-States,<=50K
,Private,,Never-married,Exec-managerial,Not-in-family,,Male,70.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,16.0,United-States,<=50K
42.0,,Some-college,,,,White,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,45.0,United-States,>50K
,Private,,Never-married,Sales,Own-child,,Female,40.0,United-States,<=50K
,Private,,Separated,Machine-op-inspct,Not-in-family,,Male,55.0,United-States,>50K
23.0,,7th-8th,,,,White,Male,25.0,Mexico,<=50K
,Local-gov,,Separated,Adm-clerical,Unmarried,,Female,40.0,United-States,<=50K
39.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Transport-moving,Husband,,Male,44.0,United-States,>50K
37.0,,Bachelors,,,,White,Male,40.0,United-States,>50K
,Self-emp-not-inc,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,United-States,<=50K
23.0,,Assoc-voc,,,,White,Male,40.0,United-States,<=50K
,Private,,Never-married,Sales,Not-in-family,,Male,40.0,United-States,<=50K
40.0,,Some-college,,,,White,Male,45.0,United-States,<=50K
60.0,,HS-grad,,,,White,Male,42.0,United-States,<=50K
70.0,,HS-grad,,,,White,Male,16.0,United-States,<=50K
46.0,,Masters,,,,White,Male,45.0,United-States,>50K
37.0,,HS-grad,,,,White,Male,40.0,United-States,>50K
60.0,,Assoc-voc,,,,White,Male,40.0,United-States,>50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,60.0,United-States,<=50K
32.0,,12th,,,,White,Male,60.0,United-States,>50K
,Local-gov,,Never-married,Prof-specialty,Not-in-family,,Female,35.0,United-States,<=50K
,Private,,Married-civ-spouse,Transport-moving,Husband,,Male,60.0,United-States,<=50K
,Private,,Never-married,Other-service,Not-in-family,,Female,25.0,United-States,<=50K
,Private,,Married-civ-spouse,Handlers-cleaners,Husband,,Male,40.0,United-States,>50K
45.0,,Masters,,,,White,Female,50.0,United-States,<=50K
24.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
37.0,,Bachelors,,,,White,Female,48.0,United-States,>50K
,Private,,Divorced,Sales,Unmarried,,Female,32.0,United-States,<=50K
37.0,,Some-college,,,,White,Male,48.0,United-States,>50K
,Private,,Never-married,Other-service,Own-child,,Male,15.0,United-States,<=50K
31.0,,Some-college,,,,White,Male,40.0,Mexico,<=50K
,Local-gov,,Married-civ-spouse,Transport-moving,Husband,,Male,40.0,United-States,<=50K
,Private,,Divorced,Craft-repair,Unmarried,,Male,40.0,United-States,<=50K
53.0,,Bachelors,,,,White,Male,60.0,United-States,>50K
,Private,,Married-civ-spouse,Tech-support,Husband,,Male,40.0,United-States,<=50K
35.0,,Assoc-voc,,,,White,Female,44.0,United-States,<=50K
,Private,,Married-civ-spouse,Prof-specialty,Husband,,Male,48.0,United-States,>50K
25.0,,10th,,,,White,Male,40.0,Mexico,<=50K
,Private,,Never-married,Farming-fishing,Own-child,,Male,27.0,United-States,<=50K
,Private,,Married-civ-spouse,Transport-moving,Husband,,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Handlers-cleaners,Wife,,Female,30.0,Ecuador,<=50K
,Self-emp-inc,,Married-civ-spouse,Sales,Husband,,Male,40.0,United-States,<=50K
