age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,capital-gain,capital-loss,native-country,salary
39.0,,175232.0,Some-college,,Married-civ-spouse,,,White,,,United-States,>50K
38.0,,177121.0,Some-college,,Separated,,,White,,,United-States,<=50K
,Private,200117.0,,9.0,Divorced,Adm-clerical,Not-in-family,,0.0,0.0,,
,Private,200117.0,,13.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,1887.0,,
,Private,52963.0,,13.0,Never-married,Adm-clerical,Not-in-family,,0.0,0.0,,
30.0,,68330.0,Bachelors,,Never-married,,,White,,,United-States,>50K
,Private,369781.0,,9.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
,Private,342121.0,,10.0,Married-civ-spouse,Tech-support,Husband,,0.0,0.0,,
48.0,,193775.0,Bachelors,,Divorced,,,White,,,United-States,>50K
,Private,96354.0,,7.0,Never-married,Other-service,Own-child,,0.0,0.0,,
21.0,,77665.0,Some-college,,Never-married,,,White,,,United-States,<=50K
,Self-emp-inc,140319.0,,9.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,,
,Private,236990.0,,10.0,Married-civ-spouse,Machine-op-inspct,Husband,,3464.0,0.0,,
40.0,,132222.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
36.0,,208068.0,Preschool,,Divorced,,,Other,,,Mexico,<=50K
29.0,,204516.0,Masters,,Married-civ-spouse,,,White,,,United-States,<=50K
30.0,,154950.0,Some-college,,Married-civ-spouse,,,White,,,United-States,>50K
38.0,,248941.0,Some-college,,Married-civ-spouse,,,White,,,United-States,>50K
,,142875.0,,6.0,Never-married,,Other-relative,,0.0,0.0,,
,Private,348960.0,,10.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
34.0,,324254.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
25.0,,159603.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
,Private,187295.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
,Private,332703.0,,9.0,Divorced,Adm-clerical,Not-in-family,,0.0,625.0,,
,Self-emp-not-inc,123190.0,,5.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,1887.0,,
,Self-emp-not-inc,184762.0,,10.0,Married-civ-spouse,Tech-support,Husband,,0.0,0.0,,
26.0,,375980.0,HS-grad,,Separated,,,Black,,,United-States,<=50K
47.0,,107682.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
54.0,,311551.0,Some-college,,Divorced,,,White,,,United-States,<=50K
,Private,251292.0,,3.0,Separated,Other-service,Other-relative,,0.0,0.0,,
28.0,,173673.0,5th-6th,,Never-married,,,White,,,Mexico,<=50K
38.0,,174717.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
53.0,,200190.0,Masters,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,446219.0,,6.0,Never-married,Sales,Unmarried,,0.0,0.0,,
26.0,,264300.0,Assoc-acdm,,Never-married,,,White,,,United-States,<=50K
,Private,269168.0,,10.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
21.0,,152200.0,Some-college,,Married-civ-spouse,,,Black,,,United-States,<=50K
57.0,,426263.0,Masters,,Divorced,,,White,,,United-States,>50K
,Self-emp-not-inc,213307.0,,6.0,Married-civ-spouse,Other-service,Wife,,0.0,0.0,,
,Self-emp-not-inc,168223.0,,13.0,Divorced,Prof-specialty,Not-in-family,,0.0,0.0,,
,,232022.0,,10.0,Never-married,,Own-child,,0.0,0.0,,
20.0,,247794.0,11,,Never-married,,,White,,,United-States,<=50K
37.0,,115429.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,231286.0,,,Never-married,Handlers-cleaners,Not-in-family,,0.0,0.0,,
60.0,,124487.0,Some-college,,Divorced,,,White,,,United-States,>50K
18.0,,174926.0,9th,,Never-married,,,White,,,,<=50K
,Private,266598.0,,13.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
,Private,172618.0,,15.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
56.0,,201344.0,Some-college,,Widowed,,,White,,,United-States,<=50K
,Private,205987.0,,15.0,Never-married,Exec-managerial,Not-in-family,,0.0,0.0,,
,,33487.0,,10.0,Never-married,,Other-relative,,0.0,0.0,,
,Private,179481.0,,9.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
37.0,,305379.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,118565.0,,7.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,
,Private,187746.0,,10.0,Never-married,Other-service,Own-child,,0.0,0.0,,
,Private,66935.0,,9.0,Never-married,Craft-repair,Not-in-family,,0.0,0.0,,
39.0,,337778.0,Some-college,,Divorced,,,White,,,United-States,<=50K
39.0,,202683.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,565313.0,,10.0,Never-married,Other-service,Own-child,,2202.0,0.0,,
23.0,,170070.0,12th,,Never-married,,,White,,,United-States,<=50K
,Private,215646.0,,9.0,Divorced,Handlers-cleaners,Not-in-family,,0.0,0.0,,
,Federal-gov,232151.0,,10.0,Divorced,Adm-clerical,Other-relative,,2346.0,0.0,,
,,329174.0,,10.0,Never-married,,Not-in-family,,0.0,0.0,,
54.0,,278076.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
67.0,,132819.0,Some-college,,Married-civ-spouse,,,White,,,United-States,>50K
32.0,,273241.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
36.0,,174242.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
,Private,229394.0,,9.0,Divorced,Exec-managerial,Not-in-family,,0.0,0.0,,
,Private,41718.0,,6.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
,Private,89991.0,,10.0,Never-married,Other-service,Own-child,,0.0,0.0,,
,Private,216070.0,,,Married-civ-spouse,Adm-clerical,Wife,,0.0,0.0,,
,Private,257849.0,,4.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
,Private,145933.0,,9.0,Never-married,Exec-managerial,Not-in-family,,0.0,2258.0,,
45.0,,168191.0,Some-college,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,37778.0,,13.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
32.0,,126173.0,HS-grad,,Separated,,,White,,,United-States,<=50K
45.0,,185397.0,Assoc-acdm,,Divorced,,,White,,,United-States,<=50K
26.0,,276075.0,Some-college,,Married-civ-spouse,,,Black,,,United-States,<=50K
,Self-emp-not-inc,105592.0,,4.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,
,Private,100882.0,,13.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
27.0,,269354.0,Bachelors,,Married-civ-spouse,,,White,,,,<=50K
,Private,160033.0,,10.0,Never-married,Protective-serv,Own-child,,0.0,0.0,,
51.0,,204447.0,Some-college,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,258425.0,,11.0,Never-married,Sales,Not-in-family,,2597.0,0.0,,
,Private,57101.0,,5.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
,Private,186454.0,,13.0,Never-married,Prof-specialty,Not-in-family,,4650.0,0.0,,
24.0,,111445.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
,Local-gov,113000.0,,10.0,Married-civ-spouse,Farming-fishing,Husband,,0.0,0.0,,
34.0,,236391.0,7,,Married-civ-spouse,,,White,,,United-States,<=50K
20.0,,162688.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
,Private,65624.0,,9.0,Divorced,Exec-managerial,Not-in-family,,0.0,0.0,,
,State-gov,143774.0,,10.0,Separated,Exec-managerial,Not-in-family,,0.0,0.0,,
67.0,,132626.0,Some-college,,Married-civ-spouse,,,White,,,United-States,<=50K
26.0,,122999.0,Masters,,Never-married,,,White,,,United-States,>50K
,Self-emp-not-inc,22228.0,,9.0,Married-civ-spouse,Other-service,Husband,,0.0,0.0,,
,Private,110396.0,,14.0,Never-married,Exec-managerial,Not-in-family,,14084.0,0.0,,
,Private,133833.0,,10.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,,
,Private,50349.0,,9.0,Widowed,Other-service,Not-in-family,,0.0,0.0,,
,Self-emp-not-inc,183151.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
,Federal-gov,90533.0,,13.0,Never-married,Exec-managerial,Not-in-family,,0.0,0.0,,
,Self-emp-not-inc,95490.0,,9.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
,Private,211129.0,,13.0,Never-married,Exec-managerial,Other-relative,,0.0,0.0,,
39.0,,195253.0,Prof-school,,Married-civ-spouse,,,White,,,United-States,>50K
17.0,,63734.0,10th,,Never-married,,,White,,,United-States,<=50K
,Local-gov,271521.0,,10.0,Married-civ-spouse,Protective-serv,Husband,,0.0,0.0,,
,Private,273243.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
33.0,,112584.0,Some-college,,Divorced,,,White,,,United-States,<=50K
,Federal-gov,106297.0,,9.0,Divorced,Handlers-cleaners,Unmarried,,0.0,0.0,,
,State-gov,152307.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
40.0,,199191.0,Masters,,Divorced,,,White,,,England,>50K
,Private,345405.0,,9.0,Married-civ-spouse,Sales,Husband,,2885.0,0.0,,
18.0,,70240.0,HS-grad,,Never-married,,,Asian-Pac-Islander,,,United-States,<=50K
47.0,,242552.0,Some-college,,Never-married,,,Black,,,United-States,<=50K
,Self-emp-inc,291518.0,,13.0,Married-civ-spouse,Craft-repair,Husband,,15024.0,0.0,,
,Private,105974.0,,9.0,Never-married,Craft-repair,Not-in-family,,0.0,0.0,,
,Private,433624.0,,10.0,Never-married,Adm-clerical,Not-in-family,,0.0,0.0,,
,Private,142682.0,,9.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,
,Private,122033.0,,10.0,Never-married,Exec-managerial,Unmarried,,0.0,0.0,,
,Private,213821.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,1887.0,,
,Federal-gov,341762.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,,7688.0,0.0,,
,Private,349405.0,,11.0,Married-civ-spouse,Prof-specialty,Wife,,0.0,0.0,,
32.0,,265368.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
44.0,,214838.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
36.0,,49626.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Local-gov,187792.0,,10.0,Divorced,Protective-serv,Not-in-family,,0.0,0.0,,
,Self-emp-not-inc,105907.0,,2.0,Widowed,Other-service,Not-in-family,,0.0,0.0,,
24.0,,179627.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,142022.0,,10.0,Never-married,Handlers-cleaners,Own-child,,0.0,0.0,,
36.0,,151029.0,7th-8th,,Married-civ-spouse,,,White,,,United-States,<=50K
,Self-emp-not-inc,152493.0,,9.0,Married-civ-spouse,Farming-fishing,Husband,,0.0,0.0,,
28.0,,71733.0,Some-college,,Separated,,,White,,,United-States,<=50K
32.0,,97723.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,318450.0,,13.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
,Private,24273.0,,9.0,Married-civ-spouse,Other-service,Wife,,0.0,0.0,,
,Self-emp-not-inc,135134.0,,,Never-married,Farming-fishing,Not-in-family,,0.0,0.0,,
35.0,,99065.0,Assoc-acdm,,Divorced,,,White,,,United-States,<=50K
34.0,,123429.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Self-emp-inc,298449.0,,16.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,2179.0,,
,Private,125762.0,,9.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
,Private,188950.0,,13.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
,Private,66473.0,,13.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
,,85815.0,,9.0,Divorced,,Own-child,,0.0,0.0,,
,Private,177940.0,,12.0,Never-married,Machine-op-inspct,Own-child,,0.0,0.0,,
43.0,,105188.0,HS-grad,,Never-married,,,Black,,,Haiti,<=50K
,Private,212864.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
32.0,,,Bachelors,9.0,Never-married,,Own-child,White,0.0,0.0,United-States,>50K
,Private,87239.0,,9.0,Divorced,Transport-moving,Not-in-family,,0.0,0.0,,
,Self-emp-inc,29254.0,,10.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
,Private,195488.0,,6.0,Divorced,Adm-clerical,Unmarried,,0.0,0.0,,
38.0,,236391.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,266119.0,,13.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
,Private,368757.0,,10.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,
37.0,,230408.0,9,,Divorced,,,Black,,,United-States,<=50K
21.0,,166851.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
,Private,26966.0,,10.0,Widowed,Adm-clerical,Not-in-family,,0.0,0.0,,
44.0,,103980.0,Some-college,,Divorced,,,White,,,United-States,<=50K
,Private,268234.0,,11.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,1902.0,,
,Private,188432.0,,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,3103.0,0.0,,
,Local-gov,190911.0,,10.0,Married-civ-spouse,Protective-serv,Husband,,0.0,0.0,,
,Private,189511.0,,11.0,Married-civ-spouse,Other-service,Husband,,0.0,0.0,,
,Private,27620.0,,9.0,Never-married,Adm-clerical,Not-in-family,,0.0,0.0,,
,Private,26502.0,,13.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
31.0,,123430.0,11th,,Married-civ-spouse,,,White,,,Mexico,<=50K
,Private,206199.0,,7.0,Never-married,Transport-moving,Not-in-family,,0.0,0.0,,
,Local-gov,349148.0,,12.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
59.0,,205949.0,HS-grad,,Separated,,,Amer-Indian-Eskimo,,,United-States,<=50K
20.0,,39927.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
,Private,220362.0,,11.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,
,Private,278736.0,,8.0,Never-married,Handlers-cleaners,Other-relative,,0.0,0.0,,
35.0,,45607.0,Some-college,,Never-married,,,White,,,United-States,<=50K
23.0,,161092.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
,Private,154087.0,,9.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,
,Private,233168.0,,13.0,Married-civ-spouse,Prof-specialty,Wife,,0.0,0.0,,
42.0,,141186.0,10,,Never-married,,,White,,,United-States,<=50K
,Private,146908.0,,16.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
42.0,,166813.0,Some-college,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,207064.0,,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,
,Self-emp-not-inc,105838.0,,11.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
,Private,125461.0,,13.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
,Self-emp-not-inc,22641.0,,9.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,
,State-gov,101603.0,,,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
17.0,,91141.0,10th,,Never-married,,,White,,,United-States,<=50K
52.0,,101752.0,Assoc-voc,,Married-civ-spouse,,,White,,,United-States,<=50K
,Self-emp-not-inc,149324.0,,10.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
19.0,,278870.0,Some-college,,Never-married,,,White,,,United-States,<=50K
,Private,168107.0,,13.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
33.0,,48189.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,223277.0,,13.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,,
,Local-gov,125417.0,,15.0,Never-married,Exec-managerial,Not-in-family,,0.0,0.0,,
66.0,,169804.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
25.0,,199545.0,Some-college,,Married-civ-spouse,,,White,,,United-States,<=50K
51.0,,57637.0,9,,Divorced,,,White,,,United-States,<=50K
,Self-emp-not-inc,63004.0,,14.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
,Self-emp-not-inc,186909.0,,14.0,Married-civ-spouse,Sales,Wife,,0.0,1902.0,,
58.0,,218281.0,Bachelors,,Married-civ-spouse,,,White,,,Mexico,<=50K
26.0,,98155.0,HS-grad,,Married-AF-spouse,,,White,,,United-States,<=50K
32.0,,513416.0,,,Never-married,,,White,,,United-States,<=50K
,Self-emp-inc,189933.0,,9.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
,State-gov,326566.0,,10.0,Never-married,Transport-moving,Own-child,,0.0,0.0,,
,Local-gov,400074.0,,10.0,Married-civ-spouse,Exec-managerial,Own-child,,0.0,0.0,,
33.0,,637222.0,12th,,Divorced,,,Black,,,United-States,<=50K
38.0,,103474.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
,Private,279145.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
35.0,,140915.0,Bachelors,,Never-married,,,Asian-Pac-Islander,,,South,<=50K
30.0,,174215.0,Doctorate,,Never-married,,,White,,,United-States,<=50K
43.0,,222978.0,Doctorate,,Separated,,,White,,,United-States,>50K
,Private,310380.0,,9.0,Never-married,Adm-clerical,Unmarried,,0.0,0.0,,
41.0,,95047.0,Assoc-voc,,Married-civ-spouse,,,White,,,United-States,>50K
23.0,,178207.0,Some-college,,Never-married,,,Amer-Indian-Eskimo,,,United-States,<=50K
34.0,,314375.0,Some-college,,Married-civ-spouse,,,White,,,United-States,>50K
51.0,,302146.0,11th,,Never-married,,,Black,,,United-States,<=50K
28.0,,146949.0,10th,,Never-married,,,White,,,United-States,<=50K
39.0,,376455.0,Prof-school,,Married-civ-spouse,,,White,,,United-States,>50K
,Self-emp-inc,83748.0,,10.0,Married-civ-spouse,Exec-managerial,Other-relative,,0.0,0.0,,
26.0,,227489.0,Some-college,,Never-married,,,Black,,,,<=50K
,Private,413227.0,,13.0,Never-married,Other-service,Not-in-family,,0.0,0.0,,
49.0,,32212.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
20.0,,242077.0,HS-grad,,Divorced,,,Black,,,United-States,<=50K
,Private,226422.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
,Private,67311.0,,13.0,Never-married,Exec-managerial,Own-child,,0.0,0.0,,
31.0,,19302.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,108542.0,,10.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,,
,Self-emp-not-inc,110457.0,,10.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
57.0,,118806.0,1st-4th,,Widowed,,,White,,,Columbia,<=50K
,Private,325802.0,,9.0,Separated,Sales,Not-in-family,,0.0,0.0,,
,Private,148995.0,,14.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
,Private,39756.0,,10.0,Never-married,Other-service,Own-child,,0.0,0.0,,
56.0,,186651.0,11th,,Widowed,,,White,,,United-States,<=50K
,Private,103710.0,,14.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,,
34.0,,195488.0,,,Separated,,,White,,,United-States,<=50K
40.0,,356934.0,Assoc-acdm,,Divorced,,,White,,,United-States,>50K
,Private,241350.0,,,Married-civ-spouse,Machine-op-inspct,Husband,,5178.0,0.0,,
71.0,,116165.0,Some-college,,Widowed,,,White,,,Canada,<=50K
34.0,,198068.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
22.0,,39432.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,259301.0,,9.0,Divorced,Exec-managerial,Unmarried,,0.0,0.0,,
,Private,184833.0,,6.0,Separated,Craft-repair,Unmarried,,0.0,0.0,,
53.0,,164198.0,HS-grad,,Married-civ-spouse,,,Black,,,United-States,>50K
43.0,,203637.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,152629.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
,Private,381965.0,,13.0,Married-civ-spouse,Craft-repair,Other-relative,,0.0,0.0,,
,Private,98941.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
,Private,48347.0,,10.0,Never-married,Tech-support,Own-child,,0.0,0.0,,
,Private,92863.0,,9.0,Never-married,Machine-op-inspct,Not-in-family,,0.0,0.0,,
,Self-emp-not-inc,153546.0,,13.0,Never-married,Prof-specialty,Own-child,,0.0,0.0,,
,Private,100734.0,,13.0,Married-civ-spouse,Prof-specialty,Wife,,0.0,0.0,,
25.0,,254933.0,11th,,Married-civ-spouse,,,White,,,United-States,<=50K
26.0,,131401.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
35.0,,180342.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,181820.0,,10.0,Never-married,Machine-op-inspct,Own-child,,0.0,0.0,,
19.0,,223648.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
49.0,,144396.0,11th,,Divorced,,,White,,,United-States,<=50K
,Self-emp-not-inc,170785.0,,8.0,Divorced,Craft-repair,Unmarried,,0.0,0.0,,
40.0,,69495.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,255675.0,,10.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
,Private,141297.0,,10.0,Never-married,Tech-support,Own-child,,0.0,0.0,,
23.0,,62507.0,Some-college,,Never-married,,,White,,,United-States,<=50K
42.0,,141459.0,HS-grad,,Separated,,,Black,,,United-States,<=50K
,Private,114150.0,,9.0,Never-married,Handlers-cleaners,Other-relative,,0.0,0.0,,
,Private,113453.0,,14.0,Married-civ-spouse,Prof-specialty,Wife,,0.0,0.0,,
46.0,,265097.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
21.0,,356286.0,HS-grad,,Never-married,,,Black,,,United-States,<=50K
39.0,,344855.0,Masters,,Married-civ-spouse,,,White,,,United-States,>50K
46.0,,171850.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
,Private,147707.0,,9.0,Married-civ-spouse,Exec-managerial,Husband,,15024.0,0.0,,
,Private,209131.0,,10.0,Never-married,Machine-op-inspct,Own-child,,0.0,0.0,,
41.0,,34987.0,Some-college,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,185821.0,,10.0,Never-married,Sales,Own-child,,0.0,0.0,,
,Private,122999.0,,9.0,Never-married,Craft-repair,Other-relative,,0.0,0.0,,
,Private,156926.0,,13.0,Divorced,Adm-clerical,Not-in-family,,0.0,0.0,,
24.0,,464103.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
53.0,,220786.0,Some-college,,Widowed,,,White,,,United-States,<=50K
26.0,,195216.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
,Private,153976.0,,10.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
39.0,,210991.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,155509.0,,9.0,Separated,Other-service,Other-relative,,0.0,0.0,,
22.0,,262819.0,Some-college,,Never-married,,,White,,,United-States,<=50K
31.0,,117526.0,Some-college,,Never-married,,,White,,,United-States,<=50K
,Private,82393.0,,10.0,Never-married,Craft-repair,Own-child,,0.0,0.0,,
61.0,,113080.0,9th,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,250201.0,,9.0,Widowed,Transport-moving,Unmarried,,0.0,0.0,,
22.0,,460835.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
,Private,55390.0,,12.0,Never-married,Tech-support,Not-in-family,,0.0,0.0,,
,Private,76313.0,,10.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
,Private,54985.0,,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,1887.0,,
,Private,148315.0,,9.0,Never-married,Handlers-cleaners,Unmarried,,0.0,0.0,,
,Federal-gov,127610.0,,13.0,Never-married,Adm-clerical,Not-in-family,,0.0,0.0,,
,Private,37655.0,,9.0,Divorced,Machine-op-inspct,Unmarried,,0.0,0.0,,
,Private,54102.0,,10.0,Divorced,Adm-clerical,Unmarried,,0.0,0.0,,
57.0,,453233.0,10th,,Separated,,,White,,,United-States,<=50K
46.0,,164379.0,,,Divorced,,,Black,,,United-States,>50K
68.0,,140282.0,7th-8th,,Married-civ-spouse,,,White,,,United-States,<=50K
