,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week
326,,,237865.0,,10.0,Never-married,,Own-child,,,0.0,0.0,
327,,,273425.0,,11.0,Married-civ-spouse,,Husband,,,0.0,0.0,
328,,Private,242094.0,,9.0,Married-civ-spouse,Other-service,Other-relative,,,0.0,0.0,
329,35.0,,239755.0,Bachelors,13.0,,,,White,,0.0,0.0,
330,,Self-emp-not-inc,,,11.0,,Farming-fishing,Husband,,Male,0.0,0.0,40.0
331,,Private,66935.0,,13.0,Never-married,Other-service,Other-relative,,,0.0,0.0,
332,,Local-gov,188950.0,,10.0,Never-married,Protective-serv,Own-child,,,0.0,0.0,
333,,Private,,,12.0,,Sales,Husband,,Male,0.0,0.0,52.0
334,23.0,,111296.0,11th,7.0,,,,White,,0.0,0.0,
335,,Private,,,13.0,,Prof-specialty,Not-in-family,,Male,0.0,0.0,40.0
336,,Self-emp-inc,33126.0,,10.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,0.0,
337,24.0,,403471.0,Some-college,10.0,,,,Black,,0.0,0.0,
338,52.0,,167651.0,Assoc-voc,11.0,,,,White,,0.0,0.0,
339,61.0,,190955.0,Bachelors,13.0,,,,White,,7688.0,0.0,
340,,Self-emp-not-inc,,,6.0,,Other-service,Not-in-family,,Female,0.0,0.0,10.0
341,46.0,,415051.0,Some-college,10.0,,,,Black,,0.0,0.0,
342,,Private,,,14.0,,Craft-repair,Husband,,Male,15024.0,0.0,45.0
343,,Private,42881.0,,6.0,Divorced,Machine-op-inspct,Own-child,,,0.0,0.0,
344,28.0,,103548.0,Bachelors,13.0,,,,White,,0.0,0.0,
345,,Private,117789.0,,13.0,Never-married,Adm-clerical,Own-child,,,0.0,0.0,
346,30.0,,126242.0,Some-college,10.0,,,,White,,0.0,0.0,
347,,Private,,,3.0,,Craft-repair,Not-in-family,,Male,0.0,0.0,35.0
348,,,,,9.0,,,Own-child,,Female,0.0,0.0,40.0
349,,,,,9.0,,,Husband,,Male,0.0,0.0,60.0
350,24.0,,26671.0,HS-grad,9.0,,,,Amer-Indian-Eskimo,,0.0,0.0,
351,,Private,,,5.0,,Craft-repair,Husband,,Male,0.0,0.0,40.0
352,,Private,,,4.0,,Protective-serv,Not-in-family,,Male,0.0,0.0,30.0
353,,Private,,,9.0,,Sales,Husband,,Male,0.0,0.0,50.0
354,,Private,122066.0,,9.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,0.0,
355,,Private,305446.0,,9.0,Never-married,Other-service,Own-child,,,0.0,0.0,
356,,Private,200700.0,,10.0,Never-married,Sales,Not-in-family,,,0.0,0.0,
357,26.0,,276967.0,Some-college,10.0,,,,White,,0.0,0.0,
358,,Private,217424.0,,14.0,Never-married,Exec-managerial,Not-in-family,,,0.0,0.0,
359,,Private,141896.0,,8.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
360,32.0,,299635.0,Assoc-voc,11.0,,,,White,,0.0,0.0,
361,,Private,,,10.0,,Exec-managerial,Own-child,,Female,0.0,0.0,40.0
362,23.0,,146178.0,HS-grad,9.0,,,,White,,0.0,0.0,
363,45.0,,100651.0,HS-grad,9.0,,,,White,,0.0,1980.0,
364,,Local-gov,110965.0,,14.0,Never-married,Prof-specialty,Own-child,,,0.0,0.0,
365,,Private,,,15.0,,Prof-specialty,Unmarried,,Male,0.0,0.0,55.0
366,,Private,177028.0,,9.0,Married-civ-spouse,Protective-serv,Husband,,,0.0,0.0,
367,,Private,162745.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,,7298.0,0.0,
368,,Private,,,,,Prof-specialty,Unmarried,,Male,0.0,0.0,60.0
369,,Local-gov,,,9.0,,Adm-clerical,Own-child,,Female,0.0,0.0,35.0
370,21.0,,107801.0,Some-college,10.0,,,,White,,0.0,0.0,
371,,Self-emp-inc,231781.0,,14.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,0.0,
372,,Private,,,13.0,,Prof-specialty,Own-child,,Female,0.0,0.0,40.0
373,,Private,189382.0,,9.0,Divorced,Craft-repair,Not-in-family,,,0.0,0.0,
374,23.0,,428299.0,HS-grad,9.0,,,,White,,0.0,0.0,
375,,Private,,,12.0,,Exec-managerial,Unmarried,,Female,0.0,0.0,31.0
376,,Private,194141.0,,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,,0.0,0.0,
377,36.0,,143486.0,Bachelors,13.0,,,,White,,0.0,0.0,
378,,Private,38389.0,,,Married-civ-spouse,Adm-clerical,Husband,,,0.0,0.0,
379,,,188009.0,,4.0,Divorced,,Not-in-family,,,0.0,0.0,
380,,Private,147510.0,,13.0,Divorced,Prof-specialty,Unmarried,,,0.0,0.0,
381,,Self-emp-not-inc,123424.0,,13.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,0.0,
382,,Private,133503.0,,9.0,Married-civ-spouse,Protective-serv,Husband,,,7688.0,0.0,
383,,Private,356934.0,,14.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,0.0,
384,,Private,159048.0,,9.0,Divorced,Other-service,Not-in-family,,,0.0,0.0,
385,,Private,,,10.0,,Adm-clerical,Not-in-family,,Female,0.0,0.0,40.0
386,33.0,,121245.0,Bachelors,13.0,,,,White,,0.0,0.0,
387,,,152140.0,,9.0,Married-civ-spouse,,Wife,,,0.0,0.0,
388,,Private,133061.0,,9.0,Never-married,Handlers-cleaners,Own-child,,,0.0,0.0,
389,,,185936.0,,5.0,Divorced,,Not-in-family,,,0.0,0.0,
390,,Private,673764.0,,14.0,Never-married,Prof-specialty,Not-in-family,,,27828.0,0.0,
391,,Private,,,10.0,,Farming-fishing,Other-relative,,Male,0.0,0.0,50.0
392,,Private,,,9.0,,Handlers-cleaners,Husband,,Male,0.0,0.0,40.0
393,39.0,,201105.0,Bachelors,13.0,,,,White,,0.0,0.0,
394,,Private,,,15.0,,Adm-clerical,Husband,,Male,0.0,0.0,40.0
395,,Local-gov,,,9.0,,Exec-managerial,Husband,,Male,0.0,0.0,40.0
396,,,272166.0,,10.0,Never-married,,Own-child,,,0.0,1602.0,
397,,Private,188382.0,,10.0,Married-civ-spouse,Machine-op-inspct,Husband,,,0.0,0.0,
398,,Private,234037.0,,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,,0.0,0.0,
399,60.0,,43235.0,Bachelors,13.0,,,,White,,0.0,0.0,
400,25.0,,156848.0,HS-grad,9.0,,,,White,,0.0,0.0,
401,,Private,153021.0,,8.0,Never-married,Sales,Own-child,,,0.0,0.0,
402,20.0,,311570.0,HS-grad,9.0,,,,White,,0.0,0.0,
403,55.0,,101338.0,10th,6.0,,,,White,,0.0,0.0,
404,,Self-emp-not-inc,,,9.0,,Craft-repair,Husband,,Male,0.0,0.0,50.0
405,46.0,,192779.0,Assoc-acdm,12.0,,,,White,,0.0,2258.0,
406,49.0,,76482.0,,9.0,,,,White,,0.0,0.0,
407,67.0,,124470.0,HS-grad,9.0,,,,White,,0.0,0.0,
408,,Private,268996.0,,,Divorced,Sales,Not-in-family,,,0.0,0.0,
409,23.0,,133582.0,1st-4th,2.0,,,,White,,0.0,0.0,
410,,,84232.0,,9.0,Never-married,,Not-in-family,,,0.0,0.0,
411,43.0,,50356.0,Some-college,10.0,,,,White,,0.0,1485.0,
412,,,,,9.0,,,Husband,,Male,0.0,1902.0,40.0
413,,Private,,,4.0,,Transport-moving,Husband,,Male,0.0,0.0,45.0
414,,Private,,,7.0,,Other-service,Own-child,,Male,0.0,0.0,10.0
415,,Self-emp-not-inc,,,14.0,,Sales,Not-in-family,,Male,0.0,0.0,54.0
416,,Private,,,9.0,,Adm-clerical,Not-in-family,,Female,0.0,0.0,40.0
417,24.0,,88824.0,Bachelors,13.0,,,,White,,0.0,0.0,
418,32.0,,255424.0,Bachelors,13.0,,,,White,,0.0,0.0,
419,,Self-emp-not-inc,,,9.0,,Farming-fishing,Husband,,Male,0.0,0.0,20.0
420,,Self-emp-inc,,,13.0,,Sales,Husband,,Male,0.0,0.0,55.0
421,17.0,,165918.0,11th,7.0,,,,White,,0.0,0.0,
422,,Private,170544.0,,7.0,Never-married,Handlers-cleaners,Own-child,,,0.0,0.0,
423,,,,,10.0,,,Own-child,,Male,0.0,0.0,35.0
424,,Private,,,4.0,,Craft-repair,Not-in-family,,Male,0.0,0.0,60.0
425,,Private,,,9.0,,Adm-clerical,Husband,,Male,0.0,0.0,40.0
426,,Private,,,13.0,,Exec-managerial,Husband,,Male,0.0,0.0,45.0
427,51.0,,116286.0,Masters,14.0,,,,White,,0.0,0.0,
428,41.0,,216968.0,Bachelors,13.0,,,,Black,,0.0,0.0,
429,44.0,,45363.0,Some-college,10.0,,,,White,,0.0,0.0,
430,,Private,420351.0,,9.0,Never-married,Adm-clerical,Not-in-family,,,0.0,0.0,
431,17.0,,329783.0,10th,6.0,,,,White,,0.0,0.0,
432,,Private,181974.0,,10.0,Divorced,Adm-clerical,Not-in-family,,,0.0,0.0,
433,,Private,,,9.0,,Exec-managerial,Husband,,Male,0.0,0.0,65.0
434,,Private,,,9.0,,Craft-repair,Husband,,Male,0.0,0.0,50.0
435,,State-gov,,,14.0,,Prof-specialty,Wife,,Female,15024.0,0.0,37.0
436,,Private,,,10.0,,Other-service,Husband,,Male,0.0,0.0,40.0
437,41.0,,239061.0,Masters,14.0,,,,White,,0.0,0.0,
438,,Private,,,9.0,,Other-service,Not-in-family,,Male,0.0,0.0,40.0
439,,Private,228465.0,,9.0,Married-civ-spouse,Transport-moving,Husband,,,0.0,0.0,
440,,Private,,,10.0,,Adm-clerical,Own-child,,Female,0.0,0.0,40.0
441,56.0,,169528.0,HS-grad,9.0,,,,White,,0.0,0.0,
442,,Private,,,9.0,,Priv-house-serv,Other-relative,,Female,0.0,0.0,20.0
443,,Private,,,9.0,,Adm-clerical,Not-in-family,,Female,0.0,0.0,40.0
444,40.0,,123306.0,Assoc-voc,11.0,,,,White,,0.0,0.0,
445,,Private,132919.0,,9.0,Married-civ-spouse,Adm-clerical,Wife,,,0.0,0.0,
446,38.0,,326886.0,Assoc-voc,11.0,,,,White,,0.0,0.0,
447,,State-gov,,,,,Adm-clerical,Husband,,Male,0.0,0.0,40.0
448,,Private,,,6.0,,Other-service,Wife,,Female,0.0,0.0,40.0
449,,Federal-gov,,,,,Prof-specialty,Husband,,Male,0.0,0.0,45.0
450,,Private,278254.0,,10.0,Never-married,Handlers-cleaners,Own-child,,,0.0,0.0,
451,26.0,,153434.0,HS-grad,9.0,,,,White,,0.0,0.0,
452,28.0,,37821.0,Assoc-voc,11.0,,,,White,,0.0,0.0,
453,,Local-gov,195418.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,,,0.0,0.0,
454,,Private,302195.0,,13.0,Never-married,Sales,Not-in-family,,,0.0,0.0,
455,,State-gov,,,10.0,,Prof-specialty,Own-child,,Male,0.0,0.0,20.0
456,,Private,104258.0,,6.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
457,,Self-emp-not-inc,112115.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,,,7688.0,0.0,
458,,Private,164488.0,,14.0,Married-civ-spouse,Prof-specialty,Husband,,,0.0,1887.0,
459,,,210474.0,,10.0,Never-married,,Own-child,,,0.0,0.0,
460,,Self-emp-inc,415037.0,,10.0,Divorced,Exec-managerial,Not-in-family,,,0.0,0.0,
461,,Private,,,7.0,,Transport-moving,Own-child,,Male,0.0,0.0,20.0
462,47.0,,273767.0,Bachelors,13.0,,,,White,,0.0,0.0,
463,,Self-emp-inc,,,9.0,,Prof-specialty,Husband,,Male,0.0,0.0,60.0
464,,Private,151107.0,,10.0,Married-civ-spouse,Sales,Husband,,,0.0,1977.0,
465,50.0,,94391.0,Assoc-voc,11.0,,,,White,,0.0,0.0,
466,35.0,,193241.0,HS-grad,9.0,,,,White,,0.0,1651.0,
467,,,29866.0,,4.0,Married-civ-spouse,,Husband,,,0.0,0.0,
468,28.0,,105422.0,Some-college,10.0,,,,White,,0.0,0.0,
469,,Private,176360.0,,13.0,Married-civ-spouse,Sales,Husband,,,0.0,0.0,
470,33.0,,241697.0,Some-college,10.0,,,,Amer-Indian-Eskimo,,0.0,1602.0,
471,,Private,,,9.0,,Craft-repair,Husband,,Male,0.0,0.0,35.0
472,51.0,,268639.0,Some-college,10.0,,,,White,,0.0,2057.0,
473,,Self-emp-not-inc,403391.0,,13.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,0.0,
474,,Private,291429.0,,9.0,Never-married,Other-service,Own-child,,,0.0,0.0,
475,,,308689.0,,3.0,Married-civ-spouse,,Husband,,,0.0,0.0,
476,,Federal-gov,,,10.0,,Handlers-cleaners,Husband,,Male,0.0,1977.0,60.0
477,,Private,,,10.0,,Other-service,Not-in-family,,Female,0.0,0.0,58.0
478,40.0,,215596.0,Bachelors,13.0,,,,Other,,0.0,0.0,
479,,Private,200117.0,,9.0,Divorced,Adm-clerical,Not-in-family,,,0.0,0.0,
480,22.0,Private,,Some-college,,Married-civ-spouse,Exec-managerial,Husband,White,,0.0,,
481,45.0,,192053.0,Bachelors,13.0,,,,White,,0.0,0.0,
482,,Private,52963.0,,13.0,Never-married,Adm-clerical,Not-in-family,,,0.0,0.0,
483,47.0,,187901.0,Prof-school,15.0,,,,White,,0.0,0.0,
484,,Federal-gov,,,13.0,,Prof-specialty,Not-in-family,,Male,0.0,0.0,40.0
485,59.0,,184493.0,,10.0,,,,White,,0.0,0.0,
486,,Private,369781.0,,9.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,0.0,
487,,Private,342121.0,,10.0,Married-civ-spouse,Tech-support,Husband,,,0.0,0.0,
488,52.0,,64045.0,Prof-school,15.0,,,,White,,99999.0,0.0,
489,,Private,,,13.0,,Adm-clerical,Own-child,,Male,0.0,0.0,38.0
490,,Private,96354.0,,7.0,Never-married,Other-service,Own-child,,,0.0,0.0,
491,,,,,10.0,,,Own-child,,Male,0.0,0.0,35.0
492,,Self-emp-inc,140319.0,,9.0,Married-civ-spouse,Adm-clerical,Husband,,,0.0,0.0,
493,59.0,,196482.0,HS-grad,9.0,,,,White,,0.0,0.0,
494,,Private,236990.0,,10.0,Married-civ-spouse,Machine-op-inspct,Husband,,,3464.0,0.0,
495,,Self-emp-inc,,,9.0,,Exec-managerial,Husband,,Male,0.0,0.0,40.0
496,32.0,,317378.0,Bachelors,13.0,,,,White,,10520.0,0.0,
497,45.0,,129336.0,Masters,14.0,,,,White,,0.0,0.0,
498,20.0,,61777.0,Some-college,10.0,,,,White,,0.0,0.0,
499,24.0,,653574.0,HS-grad,9.0,,,,White,,0.0,0.0,
500,,Private,,,1.0,,Other-service,Not-in-family,,Male,0.0,0.0,72.0
501,23.0,,227594.0,12th,8.0,,,,White,,0.0,0.0,
502,58.0,,158506.0,11th,7.0,,,,White,,0.0,0.0,
503,50.0,,392668.0,Doctorate,16.0,,,,White,,0.0,0.0,
504,,State-gov,,,14.0,,Prof-specialty,Husband,,Male,0.0,0.0,15.0
505,,Private,,,10.0,,Exec-managerial,Husband,,Male,15024.0,0.0,60.0
506,,Private,,,10.0,,Tech-support,Husband,,Male,0.0,0.0,40.0
507,47.0,,174126.0,HS-grad,9.0,,,,White,,0.0,0.0,
508,,,142875.0,,6.0,Never-married,,Other-relative,,,0.0,0.0,
509,,Private,348960.0,,10.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
510,,Private,,,9.0,,Machine-op-inspct,Husband,,Male,0.0,0.0,40.0
511,,Private,,,9.0,,Other-service,Unmarried,,Female,0.0,0.0,34.0
512,,Private,187295.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,,,0.0,0.0,
513,,Private,332703.0,,9.0,Divorced,Adm-clerical,Not-in-family,,,0.0,625.0,
514,,Self-emp-not-inc,123190.0,,5.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,1887.0,
515,,Self-emp-not-inc,184762.0,,10.0,Married-civ-spouse,Tech-support,Husband,,,0.0,0.0,
516,,Private,,,9.0,,Sales,Unmarried,,Female,0.0,0.0,37.0
517,,Private,,,9.0,,Adm-clerical,Unmarried,,Female,0.0,0.0,48.0
518,,Private,,,10.0,,Exec-managerial,Unmarried,,Male,0.0,0.0,60.0
519,36.0,,28738.0,Assoc-acdm,12.0,,,,White,,0.0,0.0,
520,31.0,,163594.0,,9.0,,,,White,,0.0,0.0,
521,,Private,251292.0,,3.0,Separated,Other-service,Other-relative,,,0.0,0.0,
522,,Private,,,3.0,,Other-service,Not-in-family,,Female,0.0,0.0,40.0
523,,Private,,,13.0,,Sales,Husband,,Male,0.0,0.0,50.0
524,,Local-gov,,,14.0,,Prof-specialty,Husband,,Male,0.0,1977.0,55.0
525,23.0,,330571.0,Bachelors,13.0,,,,White,,0.0,0.0,
526,29.0,,202558.0,Assoc-voc,11.0,,,,White,,0.0,0.0,
527,,Private,446219.0,,6.0,Never-married,Sales,Unmarried,,,0.0,0.0,
528,,Private,,,12.0,,Adm-clerical,Own-child,,Female,0.0,0.0,40.0
529,46.0,,162852.0,HS-grad,9.0,,,,White,,0.0,0.0,
530,72.0,,74141.0,9th,5.0,,,,Asian-Pac-Islander,,0.0,0.0,
531,35.0,,233533.0,Bachelors,13.0,,,,White,,0.0,0.0,
532,,Private,269168.0,,10.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,0.0,
533,52.0,,48413.0,HS-grad,9.0,,,,White,,0.0,0.0,
534,,Local-gov,,,10.0,,Protective-serv,Own-child,,Male,0.0,0.0,40.0
535,,Private,,,14.0,,Exec-managerial,Unmarried,,Male,0.0,0.0,40.0
536,,Self-emp-not-inc,213307.0,,6.0,Married-civ-spouse,Other-service,Wife,,,0.0,0.0,
537,,Self-emp-not-inc,168223.0,,13.0,Divorced,Prof-specialty,Not-in-family,,,0.0,0.0,
538,,,232022.0,,10.0,Never-married,,Own-child,,,0.0,0.0,
539,19.0,,63434.0,12th,8.0,,,,White,,0.0,0.0,
540,,Local-gov,,,,,Adm-clerical,Own-child,,Female,0.0,0.0,35.0
541,,Private,,,9.0,,Craft-repair,Husband,,Male,0.0,0.0,25.0
542,21.0,,152328.0,Some-college,10.0,,,,White,,0.0,0.0,
543,34.0,,243776.0,HS-grad,9.0,,,,White,,0.0,0.0,
544,,Private,231286.0,,,Never-married,Handlers-cleaners,Not-in-family,,,0.0,0.0,
545,51.0,,120173.0,Assoc-voc,11.0,,,,White,,3103.0,0.0,
546,44.0,,113597.0,HS-grad,9.0,,,,White,,0.0,0.0,
547,20.0,,200819.0,HS-grad,9.0,,,,White,,0.0,0.0,
548,,,,,10.0,,,Not-in-family,,Female,0.0,0.0,40.0
549,,Private,,,5.0,,Other-service,Own-child,,Male,0.0,0.0,15.0
550,,Private,266598.0,,13.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
551,18.0,,301867.0,HS-grad,9.0,,,,Amer-Indian-Eskimo,,0.0,0.0,
552,27.0,,205499.0,Doctorate,16.0,,,,White,,0.0,0.0,
553,,Private,172618.0,,15.0,Married-civ-spouse,Prof-specialty,Husband,,,0.0,0.0,
554,33.0,,104509.0,HS-grad,9.0,,,,White,,0.0,0.0,
555,,Private,,,10.0,,Craft-repair,Unmarried,,Female,0.0,0.0,38.0
556,,Private,205987.0,,15.0,Never-married,Exec-managerial,Not-in-family,,,0.0,0.0,
557,,,33487.0,,10.0,Never-married,,Other-relative,,,0.0,0.0,
558,,Private,179481.0,,9.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,0.0,
559,45.0,,202560.0,Assoc-acdm,12.0,,,,White,,0.0,0.0,
560,,Private,,,13.0,,Exec-managerial,Husband,,Male,0.0,0.0,50.0
561,,Private,118565.0,,7.0,Married-civ-spouse,Machine-op-inspct,Husband,,,0.0,0.0,
562,30.0,,398827.0,HS-grad,9.0,,,,White,,0.0,0.0,
563,,Private,187746.0,,10.0,Never-married,Other-service,Own-child,,,0.0,0.0,
564,,Private,66935.0,,9.0,Never-married,Craft-repair,Not-in-family,,,0.0,0.0,
565,,Private,,,10.0,,Sales,Not-in-family,,Male,4650.0,0.0,40.0
566,,Private,,,13.0,,Adm-clerical,Husband,,Male,0.0,0.0,40.0
567,,Private,565313.0,,10.0,Never-married,Other-service,Own-child,,,2202.0,0.0,
568,,Private,,,8.0,,Other-service,Not-in-family,,Female,0.0,0.0,38.0
569,,Private,215646.0,,9.0,Divorced,Handlers-cleaners,Not-in-family,,,0.0,0.0,
570,,Federal-gov,232151.0,,10.0,Divorced,Adm-clerical,Other-relative,,,2346.0,0.0,
571,,,329174.0,,10.0,Never-married,,Not-in-family,,,0.0,0.0,
572,,Federal-gov,,,9.0,,Exec-managerial,Husband,,Male,5178.0,0.0,40.0
573,48.0,,156926.0,Bachelors,13.0,,,,White,,0.0,0.0,
574,,State-gov,,,10.0,,Protective-serv,Husband,,Male,0.0,0.0,41.0
575,38.0,,172571.0,Some-college,10.0,,,,White,,0.0,0.0,
576,28.0,,223751.0,Some-college,10.0,,,,White,,0.0,0.0,
577,,Private,,,13.0,,Exec-managerial,Wife,,Female,0.0,0.0,40.0
578,,Private,,,13.0,,Exec-managerial,Not-in-family,,Male,0.0,0.0,60.0
579,44.0,,188436.0,Bachelors,13.0,,,,White,,0.0,0.0,
580,,Private,229394.0,,9.0,Divorced,Exec-managerial,Not-in-family,,,0.0,0.0,
581,,Private,41718.0,,6.0,Married-civ-spouse,Sales,Husband,,,0.0,0.0,
582,22.0,,117747.0,Some-college,10.0,,,,Asian-Pac-Islander,,0.0,0.0,
583,,Private,89991.0,,10.0,Never-married,Other-service,Own-child,,,0.0,0.0,
584,,Private,216070.0,,,Married-civ-spouse,Adm-clerical,Wife,,,0.0,0.0,
585,43.0,,86750.0,Assoc-voc,11.0,,,,White,,0.0,0.0,
586,,Private,257849.0,,4.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
587,,Private,145933.0,,9.0,Never-married,Exec-managerial,Not-in-family,,,0.0,2258.0,
588,35.0,,28987.0,9th,5.0,,,,Amer-Indian-Eskimo,,0.0,0.0,
589,,Private,,,10.0,,Tech-support,Husband,,Male,15024.0,0.0,37.0
590,23.0,,182494.0,7th-8th,4.0,,,,White,,0.0,0.0,
591,,Private,37778.0,,13.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,0.0,
592,53.0,,242606.0,HS-grad,9.0,,,,White,,0.0,0.0,
593,,Private,,,9.0,,Craft-repair,Not-in-family,,Male,0.0,0.0,40.0
594,,Private,,,12.0,,Craft-repair,Not-in-family,,Male,0.0,0.0,40.0
595,,Federal-gov,,,10.0,,Adm-clerical,Husband,,Male,0.0,0.0,40.0
596,,Self-emp-not-inc,105592.0,,4.0,Married-civ-spouse,Transport-moving,Husband,,,0.0,0.0,
597,,Private,100882.0,,13.0,Married-civ-spouse,Sales,Husband,,,0.0,0.0,
598,,Private,,,13.0,,Sales,Husband,,Male,0.0,0.0,25.0
599,,Private,160033.0,,10.0,Never-married,Protective-serv,Own-child,,,0.0,0.0,
600,,Private,,,10.0,,Prof-specialty,Husband,,Male,0.0,0.0,45.0
601,53.0,,276515.0,Bachelors,13.0,,,,White,,0.0,0.0,
602,43.0,,128354.0,HS-grad,9.0,,,,White,,0.0,0.0,
603,,Private,258425.0,,11.0,Never-married,Sales,Not-in-family,,,2597.0,0.0,
604,,Private,57101.0,,5.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
605,,Private,186454.0,,13.0,Never-married,Prof-specialty,Not-in-family,,,4650.0,0.0,
606,49.0,,314773.0,Assoc-voc,11.0,,,,White,,0.0,0.0,
607,,Private,,,9.0,,Sales,Not-in-family,,Male,0.0,0.0,38.0
608,38.0,,185325.0,HS-grad,9.0,,,,White,,0.0,0.0,
609,46.0,,168195.0,Prof-school,15.0,,,,White,,0.0,1902.0,
610,35.0,,46947.0,Some-college,10.0,,,,White,,0.0,0.0,
611,26.0,,134287.0,Assoc-voc,11.0,,,,White,,0.0,0.0,
612,,Local-gov,113000.0,,10.0,Married-civ-spouse,Farming-fishing,Husband,,,0.0,0.0,
613,24.0,,161638.0,HS-grad,9.0,,,,White,,0.0,0.0,
614,,Self-emp-not-inc,,,,,Sales,Wife,,Female,0.0,0.0,30.0
615,40.0,,132222.0,Masters,14.0,,,,White,,0.0,0.0,
616,,Private,,,9.0,,Handlers-cleaners,Own-child,,Male,0.0,0.0,35.0
617,,Private,65624.0,,9.0,Divorced,Exec-managerial,Not-in-family,,,0.0,0.0,
618,42.0,,190767.0,Bachelors,13.0,,,,White,,0.0,0.0,
619,27.0,,133495.0,HS-grad,9.0,,,,White,,0.0,0.0,
620,,State-gov,143774.0,,10.0,Separated,Exec-managerial,Not-in-family,,,0.0,0.0,
621,,,,,10.0,,,Husband,,Male,0.0,0.0,6.0
622,,Private,,,14.0,,Prof-specialty,Not-in-family,,Male,8614.0,0.0,40.0
623,,Self-emp-not-inc,22228.0,,9.0,Married-civ-spouse,Other-service,Husband,,,0.0,0.0,
624,,Private,110396.0,,14.0,Never-married,Exec-managerial,Not-in-family,,,14084.0,0.0,
625,,Private,133833.0,,10.0,Never-married,Adm-clerical,Own-child,,,0.0,0.0,
626,,Private,50349.0,,9.0,Widowed,Other-service,Not-in-family,,,0.0,0.0,
627,,Self-emp-not-inc,183151.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
628,,Federal-gov,90533.0,,13.0,Never-married,Exec-managerial,Not-in-family,,,0.0,0.0,
629,,Self-emp-not-inc,95490.0,,9.0,Married-civ-spouse,Sales,Husband,,,0.0,0.0,
630,32.0,,34104.0,Some-college,10.0,,,,White,,0.0,0.0,
631,22.0,,247734.0,HS-grad,9.0,,,,White,,0.0,0.0,
632,,Private,211129.0,,13.0,Never-married,Exec-managerial,Other-relative,,,0.0,0.0,
633,71.0,,258126.0,9th,5.0,,,,White,,0.0,0.0,
634,47.0,,345493.0,Prof-school,15.0,,,,Asian-Pac-Islander,,99999.0,0.0,
635,,Self-emp-not-inc,,,15.0,,Prof-specialty,Husband,,Male,0.0,0.0,45.0
636,,Private,,,6.0,,Handlers-cleaners,Own-child,,Male,0.0,0.0,20.0
637,,Local-gov,271521.0,,10.0,Married-civ-spouse,Protective-serv,Husband,,,0.0,0.0,
638,29.0,,103634.0,11th,7.0,,,,White,,0.0,0.0,
639,,Private,273243.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
640,68.0,,69249.0,HS-grad,9.0,,,,White,,0.0,0.0,
641,29.0,,196971.0,Bachelors,13.0,,,,White,,0.0,0.0,
642,,Private,,,10.0,,Sales,Not-in-family,,Female,0.0,0.0,25.0
643,42.0,,230355.0,Some-college,10.0,,,,White,,0.0,0.0,
644,,Federal-gov,106297.0,,9.0,Divorced,Handlers-cleaners,Unmarried,,,0.0,0.0,
645,,State-gov,152307.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,,,0.0,0.0,
646,,Private,,,14.0,,Exec-managerial,Not-in-family,,Female,0.0,0.0,50.0
647,34.0,,107960.0,5th-6th,3.0,,,,Asian-Pac-Islander,,0.0,0.0,
648,54.0,,227832.0,Some-college,10.0,,,,White,,0.0,0.0,
649,,Private,345405.0,,9.0,Married-civ-spouse,Sales,Husband,,,2885.0,0.0,
650,,Private,,,9.0,,Sales,Own-child,,Female,0.0,0.0,40.0
651,,Local-gov,,,10.0,,Protective-serv,Not-in-family,,Male,0.0,0.0,40.0
652,,Self-emp-inc,291518.0,,13.0,Married-civ-spouse,Craft-repair,Husband,,,15024.0,0.0,
653,,Private,105974.0,,9.0,Never-married,Craft-repair,Not-in-family,,,0.0,0.0,
654,,Private,433624.0,,10.0,Never-married,Adm-clerical,Not-in-family,,,0.0,0.0,
